BANHEIROS,COZINHA,LABORATÓRIO,ESPORTE,SALAS DE AULA,LEITURA,OUTROS,IDESP_AF
6,5,1,1,22,1,11,2.33
2,3,2,1,22,1,10,1.92
5,4,1,1,14,1,8,3.03
6,3,1,1,14,1,8,2.72
4,2,1,1,6,0,4,3.21
5,3,1,1,4,0,8,4.63
5,3,2,1,14,2,8,4.14
6,3,2,1,16,1,10,3.18
7,4,2,1,17,1,9,2.75
7,4,2,1,21,0,8,3.61
5,2,2,1,12,1,12,3.24
5,3,1,1,21,1,8,2.83
8,6,2,2,25,1,10,2.28
5,2,1,1,10,1,9,4.5
7,4,1,1,12,1,6,3.28
4,3,1,1,11,1,8,2.28
5,4,2,2,16,0,14,3.01
6,5,2,2,19,1,9,2.99
4,5,1,1,16,1,11,2.75
5,4,2,1,12,1,5,3.52
6,4,1,1,15,1,9,2.72
5,5,1,2,11,1,9,4.34
6,2,2,1,10,1,7,2.77
5,2,2,1,15,1,8,3.2
6,3,1,2,10,1,13,2.95
4,2,1,1,6,0,6,3.48
4,4,1,1,13,1,9,2.8
7,3,4,0,17,1,11,3.32
2,5,1,1,10,1,8,2.6
5,4,1,1,22,1,7,2.44
5,3,0,2,14,0,8,3.03
9,5,1,1,14,0,8,3.15
4,3,1,1,10,1,8,3.35
4,2,0,1,8,1,6,4.13
7,5,1,1,18,1,8,2.71
8,5,1,1,21,0,14,4.16
4,4,1,1,20,1,9,2.78
5,5,2,1,8,1,7,4.55
4,3,1,1,17,0,6,3.25
4,3,1,1,8,1,6,1.56
4,2,1,2,7,1,8,2.49
2,3,1,1,7,1,6,2.75
5,3,1,1,15,1,9,3.3
5,4,0,1,14,1,7,2.93
2,3,2,1,13,1,7,2.35
5,3,0,1,13,0,5,3.56
6,3,2,1,11,1,7,3.06
4,2,1,1,9,0,5,4.17
4,4,2,1,10,1,7,3.61
8,3,1,1,15,0,9,2.75
4,2,1,1,9,1,6,2.49
6,3,1,1,12,1,6,3.37
6,3,1,1,14,1,8,2.66
10,5,0,0,17,1,7,3.3
3,3,1,1,11,1,7,3.16
5,3,1,0,9,0,6,3.56
4,2,0,1,13,1,5,2.92
6,5,0,1,16,1,6,2.8
5,5,2,0,12,0,10,2.86
5,4,1,1,8,1,12,3.5
5,4,0,1,14,0,9,3.71
2,1,1,1,5,1,6,0.13
5,4,0,1,20,1,9,1.92
6,3,0,1,19,0,14,3.01
3,3,0,0,8,0,8,4.71
6,5,0,1,12,1,9,3.26
6,5,2,2,16,1,10,3.43
4,5,0,2,16,0,6,3.4
3,5,1,1,20,1,9,2.75
6,4,1,1,25,1,7,2.58
6,2,1,1,12,1,10,2.73
5,3,1,1,16,1,8,2.97
5,4,1,2,12,1,9,3.0
5,2,1,0,11,1,5,2.78
4,2,0,1,8,1,8,3.4
4,3,1,1,8,0,5,2.88
6,4,1,1,13,1,9,1.59
4,4,0,1,17,1,9,3.33
4,3,0,1,10,0,7,3.61
7,2,2,2,16,1,7,1.98
7,4,1,1,14,0,14,1.99
6,3,1,1,12,2,9,2.71
5,4,1,1,12,1,8,3.19
4,1,1,1,11,1,7,4.23
6,3,2,1,7,1,7,3.44
4,1,1,2,10,1,7,3.14
5,5,1,1,10,1,11,3.54
6,6,1,4,15,1,15,2.32
4,1,1,1,10,1,3,3.13
4,3,1,1,9,0,5,3.37
3,2,1,1,5,0,4,0.23
5,2,1,1,10,0,10,3.8
4,5,4,1,9,1,8,4.75
5,2,1,1,11,1,7,3.44
4,4,0,1,12,1,6,3.69
4,4,2,1,13,1,9,3.21
4,2,0,1,12,0,5,3.4
8,6,2,1,19,1,11,1.99
4,2,1,1,8,0,5,3.63
7,3,1,1,12,0,15,3.58
9,5,2,1,17,1,9,2.77
4,4,2,1,17,1,10,3.89
5,5,2,1,11,1,12,3.73
6,4,1,1,22,0,7,3.04
4,3,2,1,14,1,10,3.07
12,4,2,1,28,1,11,3.57
5,4,1,2,18,1,8,2.77
11,5,1,1,20,0,13,4.04
9,7,3,1,19,1,10,3.77
4,4,0,1,14,1,5,2.87
4,2,0,1,6,0,4,2.67
4,2,0,1,8,0,6,3.6
2,4,0,2,20,0,6,3.57
6,5,0,1,11,1,8,3.28
7,3,0,2,25,1,9,3.62
4,5,2,1,19,1,12,2.86
4,3,1,1,10,1,9,3.93
4,3,1,1,9,0,6,4.19
5,4,1,1,13,1,13,3.46
5,2,1,2,9,0,7,3.08
6,1,1,1,14,1,12,4.54
3,3,1,3,8,2,4,2.95
4,2,0,1,11,0,7,3.66
7,5,2,1,18,2,14,3.71
5,2,1,1,11,1,9,2.67
4,4,1,1,13,1,6,2.82
5,4,1,1,12,1,10,4.79
6,4,1,1,8,1,6,1.67
6,4,1,2,9,1,6,2.44
5,6,3,2,12,1,17,2.53
10,5,1,1,15,1,14,3.2
4,3,0,1,12,0,6,3.8
6,4,1,1,10,1,6,3.02
4,3,1,1,10,0,6,3.29
4,5,2,3,18,1,9,3.06
4,2,0,1,8,0,4,2.52
6,4,0,2,15,1,15,3.5
6,4,2,1,18,1,6,3.39
8,5,2,1,11,1,12,3.36
6,4,2,1,13,1,11,3.25
7,5,1,1,22,1,11,3.04
7,5,2,1,12,0,7,2.09
8,3,2,1,13,1,14,2.61
4,4,1,1,7,1,5,3.49
7,4,2,1,13,1,5,3.39
6,4,0,2,12,1,7,2.34
9,6,2,1,14,1,10,2.42
5,3,3,0,11,1,11,2.58
6,5,1,0,22,1,7,3.32
4,5,1,1,23,1,8,3.55
7,5,0,1,16,0,8,2.83
4,4,2,1,13,1,9,2.97
7,3,4,1,11,1,6,3.92
10,4,2,1,11,1,12,3.24
7,3,1,1,4,1,6,3.55
10,6,4,1,12,1,10,4.32
6,3,2,1,16,1,9,2.6
9,3,2,1,13,1,16,2.21
4,3,2,1,12,1,8,3.59
5,5,1,1,8,1,5,2.5
4,3,1,1,10,1,6,2.52
6,4,1,1,10,0,6,1.97
12,0,1,1,14,2,7,3.01
8,3,0,1,14,1,12,3.69
5,4,1,1,15,1,10,2.82
6,3,1,1,17,1,9,3.54
6,5,2,1,13,2,12,1.83
5,3,2,2,16,1,11,3.02
6,3,1,1,16,0,13,2.04
6,3,0,1,12,1,6,2.87
4,4,1,1,15,1,9,2.58
6,2,0,1,12,1,7,3.04
4,2,1,2,12,2,8,3.78
5,1,2,2,11,1,6,3.47
4,1,1,1,7,0,4,2.3
6,4,4,2,19,1,13,3.61
4,5,1,1,13,0,10,2.69
6,5,2,1,16,1,13,3.79
5,3,1,2,13,2,9,3.98
4,3,1,1,4,1,6,3.49
6,3,1,1,12,0,7,2.67
4,2,1,2,7,0,4,2.01
9,6,3,2,23,1,9,2.47
8,2,1,0,8,1,6,3.91
6,4,1,1,13,1,8,3.14
8,2,1,1,5,0,6,3.17
5,5,2,1,14,1,11,3.83
5,1,1,1,18,0,6,2.33
5,5,1,0,15,1,10,2.79
6,4,2,1,10,1,11,3.97
7,4,1,1,14,0,11,2.72
5,4,1,1,17,1,11,3.38
5,3,2,1,20,1,7,2.79
4,6,2,1,17,0,11,2.56
4,4,2,1,5,0,3,2.53
4,2,1,1,9,1,6,2.73
10,5,2,1,20,2,9,2.71
4,5,2,1,21,1,10,3.88
11,4,2,1,22,1,9,3.08
4,4,1,1,11,0,11,2.76
12,3,2,1,20,1,9,2.67
8,4,3,1,16,1,12,3.57
6,3,1,1,16,1,8,3.21
5,3,2,1,26,1,8,2.71
9,5,1,1,10,1,7,1.93
5,4,2,2,22,1,10,2.86
5,3,1,1,15,2,7,0.3
5,2,2,1,14,1,8,2.33
8,5,2,1,12,1,8,2.79
4,4,2,1,9,1,6,4.03
6,4,1,2,13,1,12,3.27
8,4,2,1,14,1,13,4.35
5,4,2,2,22,2,8,2.28
11,7,1,2,20,0,11,3.33
7,2,0,1,11,1,6,2.65
6,2,1,1,6,1,7,2.15
4,2,1,1,6,0,10,2.28
8,4,2,1,20,1,7,3.55
6,5,1,1,10,0,7,3.94
3,3,1,1,15,1,5,2.1
5,3,1,1,15,0,10,2.79
6,3,0,1,11,0,6,3.24
6,3,0,1,10,0,10,2.36
4,4,3,1,16,0,12,2.93
5,3,2,1,9,1,11,3.37
5,3,2,1,7,1,5,3.33
6,3,1,1,10,1,5,2.98
6,5,1,1,19,0,11,2.86
8,4,2,1,13,0,17,3.21
5,4,1,2,14,1,8,3.02
6,2,0,1,15,0,6,3.78
6,4,2,1,11,1,8,2.38
6,2,1,1,14,1,10,4.44
6,3,0,1,6,1,9,2.67
5,4,1,1,15,1,7,3.22
6,3,1,1,12,1,5,2.11
7,3,1,1,11,1,7,3.1
6,3,2,1,12,1,9,2.68
5,4,1,1,13,1,8,2.68
6,2,1,1,12,0,9,2.81
8,3,1,1,25,0,8,3.3
6,2,1,1,15,1,12,2.99
10,4,0,1,17,1,7,3.27
0,1,2,1,17,1,6,2.26
3,5,2,2,22,0,10,2.34
9,4,1,1,15,1,8,2.77
3,3,0,1,16,0,6,2.4
8,4,2,1,20,1,9,3.09
6,5,1,1,18,1,10,2.8
6,2,1,1,6,0,4,0.91
5,2,3,1,16,1,6,2.7
7,4,2,1,24,1,8,2.84
6,5,1,1,14,1,12,3.18
6,4,1,1,12,1,10,4.2
4,4,2,1,17,1,11,2.69
7,3,1,1,15,1,9,2.5
6,6,1,1,11,1,7,2.65
5,5,1,1,8,1,7,3.22
6,5,2,1,16,1,8,2.18
7,4,2,0,16,1,11,3.3
9,5,1,1,18,1,7,2.32
10,3,2,1,23,1,9,1.74
6,4,0,1,19,1,7,2.78
12,4,1,1,13,1,10,3.0
7,4,2,1,13,1,6,3.76
9,4,1,1,9,1,13,3.43
7,3,2,1,9,1,10,2.19
6,5,1,2,8,1,8,2.64
6,4,2,1,11,1,8,3.08
7,5,3,1,23,1,7,2.03
6,4,1,1,9,1,4,2.29
6,4,0,1,18,0,9,2.43
7,4,2,1,13,1,8,3.82
8,7,3,1,15,1,9,2.06
6,4,0,1,19,0,6,3.13
8,5,4,1,14,1,11,2.18
8,4,3,1,13,1,8,0.96
9,5,3,1,17,1,10,3.41
7,5,1,1,9,1,4,3.3
6,4,2,1,9,1,7,4.58
9,6,2,1,12,1,7,2.16
9,5,3,1,14,1,7,3.3
8,6,0,1,14,1,8,2.03
10,5,3,1,10,1,7,2.56
6,5,4,1,12,1,9,2.46
9,4,3,1,15,1,9,3.09
11,3,1,1,13,1,9,3.43
4,4,1,1,10,1,9,3.28
7,4,1,2,18,1,13,2.61
3,2,1,1,12,0,7,2.96
3,5,2,1,20,0,8,2.73
7,4,1,1,20,1,10,2.6
3,1,2,2,13,1,13,2.59
9,3,1,2,14,1,10,2.5
6,3,1,1,11,0,11,2.29
4,5,3,2,17,1,7,2.77
7,5,2,2,16,2,14,3.41
7,2,2,1,15,1,6,3.01
4,2,1,1,14,0,8,4.11
4,2,1,1,7,0,6,2.83
7,2,1,1,18,1,8,2.55
4,2,1,1,10,1,5,3.11
5,5,2,1,18,1,10,1.91
11,7,2,1,18,1,14,3.15
6,5,4,1,21,1,14,2.86
4,4,2,1,10,0,7,3.02
7,2,2,1,14,1,9,3.32
9,5,2,1,11,1,6,3.94
2,1,0,1,6,1,6,3.72
5,3,1,0,7,1,6,3.71
7,5,1,1,20,1,7,2.08
7,5,1,1,13,1,9,2.68
5,4,1,0,13,1,4,2.29
5,2,1,0,20,1,10,2.72
8,3,0,1,14,0,11,2.2
4,3,2,1,10,1,11,4.26
4,2,0,1,8,0,5,2.65
7,3,1,1,10,1,10,3.24
7,5,2,1,15,1,16,2.87
4,3,2,2,12,1,7,2.4
5,4,2,2,21,1,7,3.34
4,4,3,1,16,1,7,3.26
4,3,1,1,8,1,5,3.37
3,3,1,0,12,1,4,4.03
7,4,1,1,19,0,11,2.98
9,3,2,1,15,1,13,3.2
5,5,2,1,10,1,10,4.4
6,3,1,1,16,1,12,3.33
4,3,0,1,17,0,7,3.02
4,3,1,0,8,1,6,2.36
4,2,1,1,7,1,3,0.38
8,2,1,2,17,1,9,3.15
7,3,1,1,16,0,12,2.66
9,6,4,2,18,1,17,2.5
10,4,2,2,19,1,11,3.48
5,3,1,1,7,1,5,2.24
4,2,1,1,9,1,8,3.15
5,4,2,1,13,1,9,2.2
6,3,2,1,11,1,9,2.38
8,6,3,1,12,1,8,3.24
6,3,1,1,13,1,8,2.53
6,4,0,1,12,1,7,2.44
11,6,3,2,15,1,12,4.31
5,7,1,1,13,1,10,3.36
5,3,3,1,16,1,9,2.9
5,2,1,1,13,0,9,4.14
5,3,4,1,15,1,11,3.36
9,4,2,1,13,1,14,3.46
8,4,3,2,28,1,20,3.24
7,2,1,0,11,0,7,3.24
4,3,0,1,9,0,6,2.21
5,3,1,1,19,1,6,2.05
4,2,1,1,6,1,9,3.11
6,4,1,1,10,1,9,3.44
5,3,1,1,9,1,6,1.74
6,4,1,0,17,1,8,2.42
8,5,2,2,25,1,9,2.92
4,3,1,1,4,1,5,4.17
5,4,2,1,15,1,9,3.49
7,4,2,2,22,1,20,2.85
4,2,1,1,11,1,12,0.23
6,3,1,1,16,1,6,2.68
11,3,1,1,18,1,9,3.65
8,3,0,1,11,1,10,4.32
5,2,0,1,8,1,8,3.36
5,4,2,1,10,1,6,4.5
10,4,3,1,13,1,10,4.29
5,3,0,1,28,0,15,3.39
5,4,1,1,15,1,6,2.53
6,6,2,2,14,1,11,2.84
11,4,3,1,19,1,16,2.45
4,4,1,2,18,1,9,2.33
9,4,2,2,16,1,12,2.8
5,4,0,1,13,1,8,3.31
5,4,1,1,20,1,9,3.24
5,4,2,2,19,2,10,3.35
5,2,2,1,20,1,7,2.11
6,5,2,3,24,1,13,2.92
6,5,0,1,15,1,8,2.8
6,5,1,2,12,1,7,3.21
9,4,2,1,15,1,11,4.39
6,4,2,1,11,2,9,3.67
6,4,2,1,24,1,8,3.15
5,4,3,1,16,1,6,2.99
7,4,1,0,15,1,7,2.72
5,6,1,0,8,0,12,2.57
9,6,1,2,17,1,15,4.28
9,3,1,0,17,1,8,3.83
4,4,0,2,18,0,8,3.35
13,5,2,1,15,1,17,4.03
9,4,1,1,15,1,16,4.04
7,4,1,1,21,1,11,2.85
6,5,0,1,10,1,7,3.24
6,5,1,0,12,1,11,2.24
8,6,1,2,12,1,9,2.49
12,3,1,2,17,2,8,3.1
5,4,0,2,13,1,8,4.63
7,5,1,1,18,1,11,3.52
4,2,1,2,9,1,7,2.32
7,6,3,1,17,1,11,2.82
5,4,2,1,19,1,9,1.85
7,2,1,1,11,1,9,2.97
5,4,1,2,17,2,12,2.44
5,1,1,1,11,1,9,3.81
11,6,2,1,13,1,14,2.21
9,4,1,1,14,1,13,3.01
5,2,2,1,8,1,14,5.39
5,3,0,1,15,1,9,2.97
5,5,1,1,15,1,12,3.07
9,6,2,2,12,1,13,3.42
9,6,0,1,16,1,13,3.31
4,3,1,1,15,1,10,3.21
5,3,1,1,17,1,10,2.46
7,5,1,3,14,1,10,3.67
6,4,1,1,17,1,8,3.4
9,4,2,2,24,1,10,3.21
7,4,1,1,9,1,6,3.66
9,6,4,2,18,2,11,2.77
5,5,2,2,19,1,10,2.43
7,5,2,2,12,1,11,2.73
6,4,2,1,20,1,9,3.28
4,4,2,1,17,1,7,2.95
14,3,1,2,25,2,11,1.91
5,3,3,1,18,1,15,3.41
9,3,1,1,25,1,11,2.95
7,7,3,3,21,1,17,3.59
6,4,1,2,17,1,12,2.42
7,6,2,0,20,1,10,2.24
5,3,1,1,12,1,5,2.52
5,6,1,1,19,1,11,2.82
4,3,2,1,9,1,6,2.74
5,3,2,1,13,1,7,2.26
4,1,0,1,8,1,8,3.21
6,2,1,1,23,1,9,2.41
5,5,1,1,15,0,7,3.28
5,4,1,1,19,1,9,2.9
4,4,1,1,19,1,9,3.06
3,3,1,2,22,2,8,3.24
7,5,2,1,21,1,7,2.93
9,5,1,3,17,1,12,2.77
5,3,2,1,10,0,10,4.87
5,3,2,1,11,1,14,3.43
5,3,0,2,17,1,8,3.5
5,3,3,0,19,1,10,2.98
6,3,2,1,20,1,7,2.42
6,3,0,1,13,0,9,3.33
8,2,2,2,15,2,10,2.92
5,3,1,1,6,0,8,1.9
5,3,2,1,17,1,10,2.25
4,2,2,1,17,1,10,2.59
5,3,1,1,13,0,8,3.33
4,3,2,1,15,1,8,2.57
4,3,2,1,14,0,8,2.66
4,4,2,1,20,1,7,2.17
6,3,2,1,22,1,8,4.12
5,3,1,1,15,1,6,2.89
5,2,0,1,9,1,9,2.25
9,2,6,2,24,2,8,2.16
4,2,1,0,10,1,5,3.73
8,7,1,1,17,2,15,3.13
7,3,2,2,11,1,13,3.02
7,4,2,2,19,1,8,3.13
4,4,1,2,10,1,7,2.86
5,4,0,1,10,0,8,2.65
6,4,1,1,8,1,9,2.33
5,4,1,2,20,1,8,3.36
6,5,2,1,17,1,9,2.59
8,4,1,2,19,1,15,3.63
6,4,1,2,18,2,8,2.53
6,2,0,1,12,0,8,2.51
11,6,2,2,23,2,10,3.01
4,4,0,1,11,1,5,3.48
5,7,1,1,18,1,10,2.72
7,4,0,1,11,1,7,2.64
8,3,0,1,12,0,5,3.06
7,3,2,1,9,1,9,2.99
5,2,2,1,13,1,10,3.08
14,4,2,2,19,1,15,2.97
4,3,1,1,18,0,11,3.21
4,3,0,1,21,1,8,2.94
5,3,1,2,15,1,10,2.46
4,3,1,1,5,1,5,0.36
4,4,1,2,10,1,12,2.1
4,1,1,2,9,1,6,3.01
10,3,2,1,19,1,12,3.09
10,4,2,1,14,1,12,3.55
6,3,1,2,14,1,10,3.47
6,5,3,1,23,1,10,2.81
6,5,2,2,12,1,12,2.53
7,4,0,1,18,1,7,2.82
4,4,2,1,13,0,8,2.52
6,4,2,1,15,1,8,2.56
14,6,2,2,21,2,12,4.46
4,3,2,2,16,1,8,2.7
7,2,1,1,7,1,10,2.6
10,4,1,1,18,1,12,3.89
5,5,1,1,12,1,16,3.33
6,5,2,2,16,1,11,3.08
5,3,2,2,18,1,9,2.77
7,4,3,1,20,1,12,2.89
7,7,1,1,17,1,16,2.41
4,3,2,2,15,1,10,2.45
7,4,1,2,10,1,7,3.57
5,4,1,1,9,0,8,3.6
5,4,5,1,19,1,5,2.64
9,4,2,1,10,1,12,4.35
5,3,1,0,20,1,6,3.18
7,3,2,1,12,1,8,2.94
6,2,1,0,7,1,3,2.99
4,2,0,0,5,0,5,2.77
4,4,1,1,18,1,6,2.34
6,5,2,2,14,1,7,3.15
5,1,1,1,7,1,8,3.14
5,3,1,2,20,1,8,4.35
5,2,0,1,12,2,5,3.1
4,1,1,1,9,1,13,2.78
19,5,2,3,30,2,21,3.46
4,3,0,1,7,1,10,2.3
4,2,0,1,15,1,8,3.22
5,5,3,2,16,1,11,2.86
5,2,1,1,11,1,16,2.83
5,3,1,1,10,1,18,2.92
8,2,0,1,8,1,8,4.48
5,3,1,1,14,1,19,2.31
5,2,1,1,9,1,8,2.75
4,3,0,1,14,0,11,3.03
5,5,1,1,8,1,10,3.26
4,3,2,1,9,1,10,2.83
5,2,1,1,9,0,6,3.71
5,3,0,1,16,1,7,2.84
6,4,2,1,17,1,8,3.27
5,2,1,1,9,1,8,3.43
5,4,1,1,13,1,12,2.97
9,4,1,1,18,1,9,3.09
4,4,1,1,12,1,8,1.69
5,4,3,1,20,1,12,3.28
8,3,2,3,26,1,14,2.63
4,3,0,2,11,0,7,3.39
4,3,1,1,7,1,6,0.17
8,4,2,1,17,1,8,2.73
5,4,1,1,10,0,4,2.76
4,0,0,1,12,0,3,3.18
5,4,3,1,21,1,13,3.74
8,5,2,1,21,1,13,3.6
10,5,2,1,13,1,8,3.32
4,3,0,1,19,1,7,3.19
5,4,1,1,16,0,6,2.69
6,4,1,1,18,1,9,3.0
7,2,1,2,10,0,9,3.34
7,5,1,1,26,0,11,2.73
2,4,1,1,13,0,7,2.96
4,2,1,1,11,1,6,3.33
9,6,3,1,21,0,8,3.69
7,3,1,1,17,1,8,2.79
5,5,2,2,22,1,8,2.71
5,4,1,2,20,1,9,3.32
5,3,1,1,20,0,9,2.7
6,4,2,2,15,1,9,2.31
4,2,0,1,20,1,6,2.67
5,1,1,1,24,0,15,2.99
4,3,1,1,13,1,6,3.07
5,5,2,1,16,1,7,3.02
5,4,3,1,22,1,10,2.53
3,4,1,0,14,0,8,3.44
5,4,1,2,25,1,9,1.86
4,4,2,1,20,1,8,2.67
6,3,5,1,20,1,8,2.58
3,4,3,2,21,2,9,2.16
7,7,1,3,23,1,8,2.67
6,4,1,1,13,1,12,4.2
4,2,2,1,13,1,6,2.33
6,4,1,2,18,2,7,2.37
7,3,1,1,13,1,10,4.77
5,4,1,0,20,1,9,3.56
6,3,1,1,11,1,9,4.55
7,4,2,2,30,1,10,3.66
7,4,2,1,30,1,17,2.95
4,3,1,1,13,1,9,3.21
4,2,1,1,16,1,7,2.8
3,2,1,0,10,1,8,4.13
4,4,2,1,22,1,7,2.76
5,3,0,1,20,1,8,2.92
9,4,2,1,19,1,12,3.34
6,5,2,1,22,1,12,2.6
6,4,3,1,13,1,11,3.68
5,4,3,1,9,1,12,3.94
4,4,2,1,13,1,10,3.84
6,4,2,1,9,1,11,3.86
4,5,2,2,20,1,12,3.19
5,5,2,2,15,1,13,3.59
8,7,1,2,17,1,13,3.26
7,3,1,1,10,1,9,2.65
8,3,2,1,15,1,12,3.57
6,4,2,2,14,2,9,2.29
8,4,2,2,19,1,7,2.59
9,5,3,1,12,1,9,3.33
8,2,1,1,10,1,10,0.24
5,3,3,2,16,1,12,2.83
5,4,2,1,13,1,6,3.12
7,4,2,1,15,1,12,3.38
4,4,4,2,15,1,11,4.09
4,2,1,1,9,1,7,2.55
6,3,1,2,15,1,12,2.97
5,3,1,1,10,1,7,3.28
7,4,2,2,18,1,14,3.29
5,5,0,2,16,0,12,1.94
10,4,3,2,15,2,11,2.92
6,3,4,2,9,1,10,4.33
8,8,3,1,13,1,19,2.84
7,6,3,1,16,2,13,3.19
4,1,0,1,10,1,8,3.51
5,4,0,2,16,1,14,3.1
4,2,1,1,9,0,4,0.15
7,5,2,1,23,1,14,3.38
5,2,1,1,9,1,11,3.12
8,2,1,2,16,1,6,2.79
4,4,1,1,10,0,5,3.4
4,3,2,1,10,1,7,3.04
5,3,2,1,8,1,10,2.67
6,6,2,2,14,1,10,3.27
4,3,1,1,12,3,11,2.89
7,4,1,1,19,1,10,3.36
8,3,1,2,14,1,10,2.96
6,3,2,1,12,1,9,3.3
6,4,2,2,13,1,9,2.49
5,1,1,1,8,1,11,2.8
6,2,1,2,15,1,9,3.86
6,4,2,1,8,1,8,3.86
4,2,2,1,8,1,8,3.1
5,4,2,2,15,1,8,2.7
6,2,1,1,15,1,17,4.71
6,4,3,3,18,1,12,4.22
7,3,1,1,18,1,14,3.41
5,2,0,2,19,1,12,3.79
6,5,0,1,15,1,12,2.24
9,3,1,1,14,1,12,1.97
6,4,4,2,15,1,11,3.33
5,2,1,1,7,1,14,2.12
6,2,1,1,9,1,11,2.37
10,3,2,2,12,1,8,2.13
5,3,2,1,11,1,11,3.68
6,2,1,1,8,1,8,3.04
6,4,2,1,9,1,13,4.56
5,5,2,1,23,1,24,3.49
6,2,1,1,15,1,15,2.91
11,4,2,2,14,1,15,2.79
5,3,1,2,13,1,10,3.19
7,6,1,1,13,1,10,2.78
5,2,0,1,12,1,10,0.51
5,2,1,2,9,1,7,2.94
2,3,1,1,16,0,7,2.2
4,4,2,3,11,0,8,3.16
4,3,1,1,18,1,7,2.55
5,3,2,1,16,2,9,3.18
4,2,2,1,11,1,6,2.78
6,3,2,1,15,1,10,3.28
5,3,2,2,12,1,8,2.94
7,4,2,1,12,1,11,2.38
8,6,2,2,17,1,8,3.18
7,5,2,1,12,1,8,3.04
7,3,1,2,17,0,10,3.63
11,2,1,1,18,1,11,3.11
9,4,2,2,18,2,16,1.43
5,3,1,1,4,1,5,0.21
5,3,2,1,15,1,11,3.32
5,3,0,1,15,1,10,3.51
4,3,2,1,13,1,8,3.4
9,6,2,3,26,1,23,1.94
3,2,1,1,5,1,3,0.56
4,4,1,1,14,1,10,2.97
12,5,4,2,26,1,13,3.31
4,1,1,1,5,0,5,0.42
7,3,1,1,12,0,11,2.78
4,3,2,2,22,1,14,3.26
8,2,2,1,11,1,7,1.95
5,3,1,1,6,1,7,0.6
4,1,0,1,8,0,6,0.2
5,1,0,1,12,1,8,2.18
4,1,1,1,8,1,9,1.49
5,2,2,1,11,1,8,2.0
7,3,3,2,18,1,7,3.2
5,3,1,1,12,1,9,2.83
11,4,2,1,14,1,10,0.3
8,5,2,2,18,0,13,3.18
9,3,2,1,17,1,14,3.07
5,3,2,1,14,1,10,3.73
9,5,2,2,19,0,15,3.49
10,5,3,2,8,1,9,3.83
6,2,0,1,11,1,12,3.03
8,4,2,2,20,2,16,4.05
8,4,3,1,17,1,11,3.5
6,4,1,2,13,1,12,1.74
6,3,2,3,12,1,8,4.0
7,5,3,1,15,1,16,4.92
6,4,1,1,10,1,5,4.76
6,4,2,1,15,1,15,4.03
4,4,2,2,10,1,8,1.91
5,5,1,2,21,1,11,4.22
8,5,3,2,24,1,17,2.56
17,5,1,1,26,1,13,2.6
5,3,1,1,15,1,8,5.38
14,4,2,1,29,1,10,3.06
5,3,0,1,9,0,6,3.4
9,5,2,1,16,1,7,3.25
5,5,3,2,18,1,9,2.9
5,3,2,2,13,1,13,3.38
6,4,1,1,8,1,9,3.66
4,2,2,1,15,1,7,3.47
7,3,1,2,26,2,10,2.08
4,2,1,1,11,1,8,3.42
13,5,3,3,30,1,9,2.83
4,4,3,1,14,1,8,4.55
13,2,2,2,11,1,9,3.21
10,4,2,2,19,2,13,4.39
10,5,1,1,19,1,9,2.68
9,3,3,1,13,1,12,2.19
11,3,2,1,15,1,7,2.79
12,3,2,3,19,1,29,4.2
4,4,1,1,16,0,14,2.9
6,6,1,2,15,1,17,3.21
7,2,2,1,9,1,18,3.75
6,5,2,1,11,1,13,5.83
9,7,2,2,21,1,15,2.61
9,4,2,1,20,1,9,2.39
4,3,1,1,10,1,9,2.96
8,2,1,1,13,1,9,2.7
5,2,0,2,13,1,8,3.47
5,5,4,2,18,1,8,4.09
10,5,2,2,15,1,13,3.67
8,3,1,1,10,1,8,3.61
8,4,0,2,18,1,9,3.14
7,3,2,1,11,1,11,4.05
7,5,1,1,23,1,16,2.45
8,3,1,1,9,1,7,3.04
10,6,2,2,20,1,13,2.4
11,7,2,2,18,2,21,3.07
4,2,1,1,15,1,9,3.1
5,3,3,2,9,1,8,5.24
5,2,2,1,7,1,9,3.5
7,3,1,1,8,1,6,2.99
6,4,1,1,8,1,5,3.88
8,4,1,2,15,1,10,3.88
7,5,0,1,16,1,7,3.23
5,6,1,2,14,1,15,4.11
5,4,2,1,9,1,12,4.89
6,3,1,2,12,1,10,2.54
17,5,4,2,26,1,14,2.94
5,2,1,2,13,1,10,3.24
4,3,1,1,10,1,9,1.85
9,4,4,2,25,1,13,2.78
5,4,1,2,21,1,11,2.5
7,4,2,2,15,1,15,4.09
9,4,2,3,20,1,9,3.38
4,6,2,2,21,1,15,2.58
7,3,2,2,24,1,11,2.93
9,4,2,2,19,1,11,2.62
7,3,2,3,18,1,12,3.78
8,4,3,1,12,2,14,2.94
6,6,1,1,12,1,12,2.87
5,1,2,1,10,1,9,2.94
4,3,1,1,13,1,14,3.03
7,4,10,1,16,1,11,3.48
4,4,1,1,19,1,10,4.17
7,6,2,2,19,0,10,3.39
6,5,2,1,13,1,12,3.67
5,4,0,3,21,1,12,3.06
4,3,1,1,11,1,8,3.79
5,2,1,1,15,1,6,3.06
5,2,1,2,16,2,8,3.24
4,3,2,2,15,1,9,3.5
4,4,1,1,13,1,7,4.51
5,5,1,1,9,0,7,3.97
4,2,1,1,10,0,5,2.94
5,2,0,1,8,1,6,3.12
