BANHEIROS,COZINHA,LABORATÓRIO,ESPORTE,SALAS DE AULA,LEITURA,OUTROS,IDESP_AF
5,2,1,1,4,1,6,4.02
4,4,2,2,17,1,17,2.16
5,3,1,1,18,1,10,4.09
2,5,2,1,17,2,7,3.39
5,2,0,1,9,1,8,3.28
7,4,2,1,18,2,9,3.74
4,2,1,1,6,1,5,3.73
5,1,1,1,12,1,8,3.86
7,4,1,1,12,1,8,2.34
7,2,1,1,22,1,8,2.44
3,4,1,1,13,0,6,3.29
2,3,1,1,18,1,8,3.48
4,3,0,1,9,1,5,2.11
5,3,0,1,8,0,6,2.65
6,6,1,2,19,2,10,2.77
5,3,1,1,10,1,8,3.1
7,5,1,2,21,1,10,3.09
9,3,1,1,12,2,10,4.21
4,1,1,0,6,1,8,3.53
5,2,0,1,7,1,7,4.38
6,3,0,1,10,0,5,2.92
5,4,1,1,7,1,6,2.97
12,3,1,1,5,1,5,4.29
5,2,0,1,5,0,6,4.39
5,2,0,1,4,1,7,3.94
19,6,3,1,28,1,10,2.91
8,2,1,1,12,0,7,3.4
7,4,1,1,23,0,8,3.15
5,4,1,1,12,0,8,3.7
5,5,1,1,14,1,5,2.97
2,3,1,0,7,0,3,4.12
4,3,0,1,9,0,7,4.25
6,3,2,1,5,1,6,3.54
5,3,1,1,6,1,9,3.28
5,2,0,1,9,0,6,3.1
8,3,0,1,10,1,7,3.89
6,5,1,1,11,1,10,1.99
5,3,0,1,5,1,6,6.25
5,2,1,1,7,1,5,7.5
7,3,0,1,15,0,12,3.38
5,3,2,1,12,1,9,5.83
7,4,1,1,12,1,9,2.51
5,5,1,1,20,1,13,3.72
7,3,1,1,9,1,15,3.07
4,3,2,1,16,1,9,2.69
4,4,1,2,9,0,6,3.44
5,3,1,1,10,1,5,3.66
5,3,1,1,11,0,8,3.51
5,2,1,1,11,1,6,3.11
6,4,0,1,16,0,12,3.4
7,2,1,1,7,1,4,3.27
5,2,1,0,4,1,6,2.44
6,3,2,1,10,1,13,3.48
4,2,1,1,12,1,12,2.2
8,4,2,1,12,2,13,2.73
4,3,3,1,11,1,9,2.43
7,4,1,1,9,1,5,3.33
7,3,1,1,11,1,6,2.7
5,5,3,1,13,1,7,3.09
5,3,1,1,6,1,8,2.96
6,3,0,1,14,0,6,3.25
4,2,3,2,8,1,10,2.41
5,2,1,1,6,1,9,3.89
4,2,0,1,7,1,8,3.92
6,4,0,1,13,1,11,3.01
4,5,1,2,13,1,8,2.38
4,2,2,1,10,1,8,3.73
6,3,0,1,9,0,8,4.14
2,4,2,2,12,1,7,2.99
3,4,2,1,20,1,6,2.97
7,5,2,2,19,1,12,3.46
5,4,1,1,15,0,7,2.82
6,3,1,1,22,1,9,3.11
6,5,2,1,17,1,8,2.7
6,4,1,1,9,1,7,2.71
3,4,1,2,16,1,8,2.51
7,4,2,1,20,1,13,3.46
4,2,0,1,15,0,4,3.41
5,3,0,1,14,1,8,2.89
6,3,1,1,16,1,11,2.78
6,2,0,1,8,1,5,3.66
4,2,1,1,11,1,4,4.35
4,4,1,1,9,1,10,3.33
8,3,1,1,14,1,8,2.95
5,4,1,2,18,1,9,3.36
4,3,1,0,9,0,6,2.78
5,2,1,0,6,0,6,5.21
7,3,1,1,6,1,6,3.49
8,5,1,2,11,1,10,3.61
7,4,1,2,12,1,7,3.49
4,5,1,1,15,1,8,3.56
5,4,1,1,10,0,10,4.29
5,3,1,1,14,0,8,2.62
4,2,1,1,12,1,9,2.86
7,5,1,1,16,1,8,3.62
6,4,0,1,19,1,12,2.23
5,5,3,1,14,1,13,3.46
4,4,2,2,13,1,7,3.54
4,3,2,1,17,0,6,3.32
6,4,1,1,22,0,13,3.36
2,3,2,2,23,1,8,3.02
4,2,0,1,10,1,5,4.6
3,0,2,1,15,1,4,2.73
7,2,1,1,11,1,10,3.34
7,6,1,1,18,1,10,3.26
6,4,1,2,13,1,13,3.02
5,2,1,1,6,0,5,3.58
6,3,1,1,6,1,10,2.41
8,5,2,1,19,1,9,3.14
3,4,0,1,15,1,7,2.67
9,5,1,2,17,1,11,3.25
5,5,1,1,20,1,8,2.63
3,5,2,1,23,1,9,4.37
8,3,3,1,18,1,4,2.65
4,4,1,0,8,1,6,3.22
6,2,0,1,9,0,6,4.24
6,2,2,0,9,1,6,3.25
6,4,0,1,8,1,5,4.11
5,4,2,2,22,1,8,3.47
5,2,0,1,7,1,5,3.65
12,5,3,2,26,1,19,2.74
10,5,2,1,24,1,12,2.53
8,3,2,1,18,1,7,2.85
6,4,2,1,21,1,7,3.7
2,3,1,0,17,1,6,3.09
5,6,2,2,21,2,7,3.18
5,3,2,1,16,1,7,3.14
4,5,1,1,24,1,7,2.69
5,3,1,1,20,1,4,3.41
10,5,1,1,18,1,11,3.5
2,2,0,0,11,0,6,3.53
6,4,2,1,13,1,10,3.43
6,2,2,0,13,0,5,3.18
6,3,0,1,11,1,8,2.95
5,3,1,2,23,1,10,3.16
5,3,1,1,11,1,6,3.7
4,1,1,1,6,0,5,3.54
8,4,2,1,12,1,6,3.26
6,5,1,2,14,1,8,2.97
4,5,2,1,17,1,11,3.85
5,3,1,1,9,1,8,3.86
4,3,2,1,9,0,6,1.66
3,4,2,2,23,1,8,2.73
6,5,2,2,18,0,13,3.84
7,3,1,1,13,1,7,2.23
6,4,3,1,14,1,10,4.7
5,5,1,1,15,1,9,3.02
6,3,1,1,16,1,8,3.54
4,2,1,1,9,1,5,3.25
5,5,1,1,15,1,11,3.3
17,4,2,1,21,2,11,3.12
5,3,1,0,6,1,9,3.82
6,6,2,1,17,1,15,4.02
5,4,1,1,18,1,9,2.51
4,3,2,2,10,0,7,3.92
5,5,1,1,18,1,8,2.86
4,2,1,1,15,1,6,2.57
4,1,1,1,10,1,12,4.15
4,3,1,3,7,1,10,2.91
6,4,1,1,12,0,6,5.09
6,3,2,1,17,1,8,3.18
5,3,1,1,12,1,6,2.69
6,5,3,1,11,1,10,5.44
9,4,1,1,19,1,11,3.31
6,2,0,1,11,1,6,3.88
6,4,1,0,9,1,6,3.41
19,4,2,1,24,1,7,2.84
5,4,0,1,17,1,7,2.29
4,2,1,1,14,1,7,4.38
5,4,1,1,9,0,8,3.19
6,4,1,1,22,1,8,2.55
5,4,2,1,11,1,5,3.12
6,4,1,2,17,1,10,3.13
5,3,1,1,7,1,12,3.0
6,3,1,1,8,1,7,2.95
7,4,1,1,19,1,12,2.18
6,5,3,1,14,1,13,2.52
6,3,1,1,10,1,7,3.98
9,5,0,1,9,1,8,4.08
6,5,2,1,19,1,10,3.96
4,3,1,1,10,1,5,4.23
5,4,0,1,12,1,9,3.08
6,4,1,1,10,1,3,3.27
9,5,3,2,15,1,11,2.65
10,4,1,1,13,1,8,2.35
4,4,1,1,16,1,7,3.14
9,5,2,1,15,1,5,2.93
7,5,1,1,14,0,10,2.89
7,6,2,1,10,1,15,2.53
6,6,2,2,20,1,9,3.94
8,5,2,2,16,1,7,3.58
5,4,2,1,20,1,7,2.92
12,4,1,1,15,1,8,2.2
7,4,1,1,16,1,7,2.5
6,5,3,0,23,0,10,2.54
8,4,2,1,30,1,7,2.36
9,4,1,1,12,1,11,1.88
8,5,2,1,21,1,8,3.98
6,2,0,1,9,1,6,2.87
8,3,1,1,7,1,8,5.85
5,3,1,1,6,0,7,3.54
2,3,1,1,8,1,6,2.73
4,4,1,1,11,1,6,2.73
6,4,1,1,18,1,8,4.07
18,8,3,3,31,1,14,3.27
9,5,2,1,11,1,11,5.01
7,4,2,1,19,2,13,2.32
5,3,1,1,9,1,7,3.15
6,3,2,1,17,1,8,3.63
6,5,2,1,16,1,8,3.14
7,5,2,1,15,1,10,2.38
9,5,0,1,16,1,13,2.7
0,0,0,0,9,0,2,3.89
4,2,1,1,6,1,7,3.7
4,4,1,1,11,1,5,3.53
6,3,4,1,11,1,5,5.71
7,6,5,1,24,1,13,4.11
5,4,1,1,18,1,11,2.48
6,3,1,1,10,1,7,3.88
5,3,1,1,11,1,8,3.87
6,4,2,1,15,1,18,3.28
4,3,2,1,4,1,6,2.56
13,6,2,1,12,2,7,3.24
4,3,2,1,9,1,8,3.71
7,3,1,1,17,1,9,1.77
10,3,1,1,15,1,10,3.25
4,4,2,2,15,1,12,3.26
4,4,0,1,14,1,7,3.18
2,2,0,0,7,0,4,3.74
8,3,1,2,10,1,9,3.01
12,3,2,0,27,1,9,3.43
7,5,1,1,13,1,13,2.26
2,3,1,1,11,1,6,4.28
8,4,2,2,14,1,7,2.87
7,4,2,2,16,0,9,2.46
4,3,1,1,13,1,7,3.55
6,4,1,1,12,1,8,4.14
2,4,1,1,11,1,8,3.89
12,4,2,1,22,1,10,2.16
8,2,1,1,15,1,7,2.98
11,4,3,1,21,1,9,1.11
7,5,1,1,16,1,7,2.12
5,4,2,2,22,1,14,2.05
5,3,1,1,15,1,9,2.82
5,5,2,1,14,1,8,3.72
5,6,1,1,13,1,12,3.84
4,2,2,1,9,1,6,4.06
12,5,3,1,19,1,11,3.27
5,5,1,1,21,1,8,4.01
7,5,2,0,25,1,9,2.62
6,4,2,1,19,1,7,2.32
14,4,1,2,23,1,12,2.45
6,4,1,1,14,1,7,2.48
6,5,2,0,14,1,7,2.42
4,5,2,1,18,1,7,3.11
5,4,2,1,22,0,10,4.63
12,4,2,2,17,1,9,2.1
8,5,2,2,20,1,8,2.48
5,3,2,1,14,1,6,3.18
10,4,1,1,24,1,8,3.25
5,2,1,1,17,1,9,1.88
9,6,2,1,21,1,5,3.46
4,4,2,3,15,1,7,3.14
6,3,1,1,16,1,8,2.59
4,3,2,1,23,1,10,2.79
5,2,0,1,6,1,5,4.22
5,4,1,1,19,1,9,3.41
6,3,1,1,13,1,11,3.79
5,4,1,1,14,1,6,2.86
13,4,8,1,17,1,16,5.22
5,3,2,1,22,1,6,2.65
4,4,1,1,17,1,8,3.1
4,3,2,1,14,1,7,3.01
7,3,1,2,14,1,5,3.87
12,5,2,1,23,1,6,3.35
4,4,1,1,14,0,8,2.84
5,4,1,1,22,1,12,3.85
9,4,1,1,16,1,10,2.94
7,3,2,1,15,1,7,2.86
11,5,2,1,17,1,11,2.61
4,5,2,0,11,1,8,3.5
8,4,2,3,21,1,9,3.02
6,2,3,2,19,1,6,3.2
4,3,1,2,18,1,8,2.81
6,6,1,1,16,0,11,3.15
3,5,2,1,17,1,6,3.19
6,6,1,1,12,1,9,2.56
5,3,3,1,16,1,9,4.35
11,6,1,1,13,1,7,2.77
8,3,1,1,16,1,9,3.17
4,2,1,1,7,1,10,2.66
6,5,1,1,18,1,7,3.0
6,3,1,0,15,1,7,2.65
5,2,1,1,8,0,6,3.0
4,4,1,1,12,1,8,2.67
6,3,2,1,18,1,8,2.73
6,2,1,1,7,1,7,3.93
8,3,1,1,16,1,11,2.74
5,5,1,1,12,2,9,5.2
5,3,1,1,11,1,7,3.85
8,4,1,1,7,1,7,2.61
4,3,2,1,20,1,6,4.21
9,5,2,1,25,1,12,2.24
5,4,1,1,15,1,9,3.41
7,3,2,1,16,1,6,2.86
9,3,1,1,11,1,7,3.23
7,3,2,1,15,1,7,3.78
6,5,2,1,12,1,10,3.58
9,7,5,2,33,2,10,3.69
4,4,1,1,16,0,8,2.7
10,3,1,1,17,1,9,2.48
7,6,1,0,26,1,10,4.23
2,2,2,1,15,1,7,2.51
5,4,0,2,9,0,9,3.29
8,7,2,1,34,1,21,2.3
5,6,1,2,18,1,11,2.24
9,3,1,1,17,2,8,3.07
6,4,1,2,21,1,7,3.1
7,2,0,1,13,1,6,3.94
5,3,2,1,16,1,5,3.36
5,3,0,1,10,1,4,3.22
9,4,2,1,20,1,14,3.92
8,5,1,1,16,1,8,3.67
5,4,1,1,16,1,8,2.84
5,3,1,1,11,1,11,3.3
6,5,2,2,16,1,13,3.84
4,3,1,1,8,1,4,4.07
5,4,1,1,7,1,6,2.86
5,5,1,1,14,1,9,3.16
5,3,1,1,17,1,10,3.08
7,5,1,3,14,1,10,3.38
5,4,1,1,11,0,6,3.83
7,4,0,2,13,0,7,4.69
6,4,2,1,12,0,4,3.55
6,4,1,1,17,1,8,3.37
9,4,2,2,24,1,10,3.36
7,4,1,1,9,1,6,4.35
13,6,1,2,20,2,12,4.24
9,6,4,2,18,2,11,3.37
7,2,1,1,13,1,8,2.89
4,5,1,1,23,1,8,3.02
6,3,1,1,4,1,6,3.22
5,5,3,1,14,1,7,2.55
7,5,2,3,17,1,15,3.14
8,6,3,2,15,1,11,4.18
4,2,0,1,8,1,8,2.66
6,4,1,1,11,1,7,2.36
5,5,2,2,19,1,10,3.02
6,5,1,2,16,1,14,4.03
7,5,2,2,12,1,11,3.43
6,4,1,1,12,1,9,3.75
6,4,2,1,20,1,9,3.14
4,4,2,1,17,1,7,2.79
14,3,1,2,25,2,11,3.8
5,3,0,1,7,0,6,2.96
7,4,2,1,18,1,9,2.28
6,3,0,1,8,1,5,4.56
5,3,3,1,18,1,15,2.69
7,5,0,1,16,0,8,2.74
3,4,2,2,21,1,9,3.56
9,3,1,1,25,1,11,2.97
4,4,2,2,15,1,9,2.51
9,3,1,1,10,1,11,3.02
7,5,2,2,21,1,20,2.03
4,4,2,1,13,1,9,3.13
5,4,1,1,12,1,7,3.13
4,3,1,1,17,1,7,2.73
6,4,2,2,19,1,9,2.41
11,5,4,2,19,1,17,4.5
7,3,4,1,11,1,6,4.69
10,4,2,1,11,1,12,4.5
7,4,1,1,13,1,9,2.26
7,3,1,1,4,1,6,3.95
8,5,2,1,24,1,8,2.71
10,6,4,1,12,1,10,4.81
5,5,2,2,19,1,10,3.85
6,3,0,1,11,1,7,3.29
6,3,2,1,16,1,9,2.43
7,7,3,3,21,1,17,2.8
4,6,1,1,16,1,9,3.75
6,4,1,2,17,1,12,2.98
6,4,1,0,22,1,11,2.77
4,3,2,1,20,1,10,2.38
6,3,2,1,16,1,9,4.03
7,6,2,0,20,1,10,2.34
5,3,0,1,15,1,8,3.12
6,4,2,0,21,1,9,3.4
5,3,1,1,12,1,5,2.8
4,3,2,1,18,1,8,2.24
5,6,1,1,19,1,11,2.84
5,4,1,1,14,1,7,3.4
6,1,0,1,8,0,6,2.04
3,4,1,1,12,1,7,4.58
4,3,2,1,9,1,6,2.93
12,5,1,1,18,0,8,3.32
4,2,0,1,7,1,6,3.11
7,3,1,2,10,2,3,2.4
5,3,2,1,13,1,7,3.02
6,4,2,1,18,1,9,2.89
6,5,2,2,19,1,9,3.43
4,3,1,1,12,1,8,2.51
3,6,3,0,13,1,8,3.11
5,3,1,1,15,1,10,2.75
4,3,2,1,10,1,11,4.58
4,2,1,1,8,1,9,3.9
4,2,0,1,8,0,5,2.36
6,4,2,1,18,1,10,1.78
4,4,1,1,14,1,14,3.1
7,3,1,1,10,1,10,3.23
7,5,1,1,8,1,7,3.55
9,4,0,1,20,1,16,2.95
7,5,2,1,15,1,16,4.63
10,7,2,3,19,1,10,2.13
5,2,0,1,11,1,7,3.24
6,3,2,1,14,1,10,3.3
4,4,1,1,7,0,6,2.94
4,3,2,2,12,1,7,2.81
8,5,3,1,14,1,9,2.31
6,3,1,1,7,1,6,3.06
5,4,2,2,21,1,7,2.6
6,4,2,2,21,0,9,3.78
6,3,1,1,13,0,8,2.08
6,3,2,2,19,1,7,2.75
4,4,3,1,16,1,7,2.87
6,3,1,1,19,1,8,4.19
4,3,1,1,8,1,5,3.66
7,2,2,1,10,1,6,2.84
3,3,1,0,12,1,4,4.65
8,3,2,1,21,1,12,2.93
8,4,2,2,18,1,12,2.89
7,4,1,1,19,0,11,3.8
6,4,1,0,7,0,5,3.15
5,4,1,2,8,1,9,4.24
2,4,4,3,23,1,12,3.03
9,3,2,1,15,1,13,3.25
7,4,1,1,12,1,13,3.78
5,5,2,1,10,1,10,4.74
9,4,2,1,21,1,11,3.9
9,3,2,1,13,1,16,2.81
5,3,2,1,14,0,8,3.45
6,3,1,1,16,1,12,3.45
4,3,0,1,17,0,7,3.42
4,4,1,1,15,2,9,3.58
4,3,1,0,8,1,6,2.84
2,1,0,0,15,1,0,2.25
10,5,3,1,13,1,18,4.53
6,2,2,1,13,1,14,2.78
4,3,1,2,17,1,10,2.86
4,2,1,1,7,1,3,3.12
4,3,2,1,12,1,8,3.75
6,4,2,2,24,1,9,2.99
8,2,1,2,17,1,9,3.62
4,3,1,1,8,1,8,6.48
6,4,1,1,10,1,7,3.55
7,5,1,1,15,1,7,3.19
7,3,1,1,16,0,12,3.39
9,6,4,2,18,1,17,3.39
10,4,2,2,19,1,11,3.83
8,4,1,1,19,0,7,3.46
9,3,2,1,12,1,14,3.06
10,3,1,4,12,1,12,3.04
5,5,1,1,8,1,5,4.4
4,3,1,1,10,1,6,3.6
6,4,1,2,15,1,11,1.62
6,1,2,1,14,1,9,2.94
9,5,2,2,23,1,16,4.21
6,3,1,1,11,1,6,2.87
3,2,2,1,4,0,4,4.79
8,4,1,1,9,1,5,2.52
5,3,1,1,6,1,6,3.22
5,5,1,1,16,1,9,3.28
4,5,1,1,10,1,10,3.74
6,3,0,1,13,1,5,3.84
7,3,2,1,15,1,15,2.53
8,2,0,1,7,2,5,4.81
5,4,0,1,9,0,11,2.87
6,3,1,0,4,0,4,4.44
4,1,1,1,5,1,8,2.48
5,4,2,2,19,1,12,3.73
5,3,1,1,15,1,7,4.78
5,3,2,1,15,1,6,3.35
10,6,1,1,16,1,13,3.34
3,2,1,1,4,0,5,3.22
6,2,1,1,12,1,7,4.49
4,2,1,1,8,1,5,2.44
5,6,3,1,13,1,8,4.85
6,5,2,1,11,1,8,4.02
4,2,1,1,4,0,6,2.97
5,4,2,1,18,0,8,3.47
5,4,1,1,9,1,7,3.43
4,6,1,1,20,1,8,2.93
5,4,1,1,13,1,8,3.3
5,4,1,2,26,0,8,3.32
6,2,0,1,6,1,5,2.66
4,2,1,1,11,1,12,2.56
7,5,2,1,15,1,9,3.38
5,2,1,1,5,1,7,4.44
7,3,1,1,12,1,10,3.34
6,4,0,1,10,1,5,3.06
3,1,1,1,13,0,6,3.42
6,5,2,1,10,1,7,4.25
7,3,1,1,5,1,7,3.5
6,2,1,1,8,1,6,3.46
6,5,2,1,12,1,12,4.08
9,5,1,2,15,1,13,4.68
4,2,1,0,9,1,6,5.55
4,1,1,0,4,1,6,4.51
6,3,1,1,5,1,7,3.87
8,4,1,1,14,1,9,4.13
5,4,1,2,12,1,7,3.05
5,3,1,1,9,1,7,4.02
4,5,2,3,18,1,10,3.65
12,4,1,1,18,0,7,2.99
8,5,1,1,16,1,9,2.21
9,4,0,1,17,0,9,3.38
8,5,1,1,27,0,9,2.84
12,4,1,1,18,1,12,4.26
7,2,1,1,10,1,7,3.45
6,3,0,1,7,0,7,3.69
5,3,0,0,7,0,5,3.58
7,3,0,1,13,0,11,3.51
7,4,3,1,19,1,8,3.02
10,4,1,1,20,1,7,1.76
4,2,1,1,6,1,8,3.52
7,4,2,1,12,1,9,4.6
4,2,1,1,7,0,7,4.09
6,3,1,1,11,1,7,3.37
6,3,2,0,8,1,4,1.83
7,5,1,1,20,0,9,2.63
17,4,3,2,35,1,18,4.04
3,4,1,1,24,1,8,2.59
5,3,0,2,10,0,5,4.32
10,3,1,1,10,0,8,1.98
6,3,1,1,15,1,12,3.47
9,3,0,1,21,1,7,3.62
6,3,1,1,16,1,6,3.11
4,2,0,1,8,1,4,3.62
5,3,0,0,9,1,7,5.29
8,3,3,1,15,1,13,2.95
5,5,1,2,24,0,10,3.13
11,3,1,1,18,1,9,3.92
4,2,1,1,8,1,6,2.7
5,4,2,1,16,1,12,4.17
5,7,2,1,16,2,11,3.01
4,4,2,1,9,1,6,3.88
6,3,2,1,8,1,11,5.1
10,6,2,2,21,0,12,3.01
7,4,2,2,16,2,12,2.95
6,4,1,2,13,1,12,4.78
9,5,3,1,20,1,16,2.53
8,4,2,1,14,1,13,4.43
6,4,2,1,39,1,8,2.27
6,4,1,1,10,0,6,2.92
12,0,1,1,14,2,7,2.38
8,3,0,1,14,1,12,2.86
8,3,2,1,12,1,8,3.21
5,4,2,2,22,2,8,2.25
7,4,0,1,16,0,6,3.95
3,4,2,1,15,1,7,3.93
4,3,1,1,11,1,8,3.24
11,7,1,2,20,0,11,3.41
7,4,1,1,13,1,8,3.25
5,5,3,3,19,1,8,5.94
7,4,2,1,14,1,11,3.13
7,4,2,1,13,1,6,3.49
9,4,0,1,16,1,9,2.92
9,4,1,1,9,1,13,2.96
7,4,2,1,9,1,7,5.65
7,2,0,1,11,1,6,3.08
6,4,2,1,17,1,12,2.52
4,1,1,1,5,1,5,2.93
7,3,2,1,9,1,10,3.4
6,2,1,1,6,1,7,2.46
4,2,1,1,6,0,10,3.42
6,3,1,1,17,1,7,3.64
8,4,0,2,13,0,8,2.51
6,3,2,2,15,1,10,3.6
4,2,0,1,12,0,3,2.71
6,5,1,2,8,1,8,2.64
8,4,2,1,20,1,7,3.36
11,6,2,1,12,1,14,4.91
5,2,1,1,8,1,7,3.09
5,2,0,0,6,1,5,2.9
6,5,1,1,10,0,7,5.56
5,3,1,1,17,1,8,2.49
5,4,1,1,16,1,7,2.85
5,2,1,1,15,1,7,3.43
5,4,2,1,15,1,14,2.54
4,3,2,1,16,1,7,3.65
8,5,2,2,18,1,7,2.79
5,4,1,1,16,1,6,3.1
3,3,1,1,15,1,5,2.68
5,5,1,1,15,1,7,2.33
5,4,3,2,16,1,7,2.6
6,5,0,2,21,1,8,2.9
4,4,2,2,19,1,8,2.72
6,4,1,1,13,1,11,2.78
4,3,1,2,17,1,9,2.56
5,3,3,2,20,1,13,2.83
6,4,2,2,23,1,8,3.28
6,4,2,1,17,1,8,3.27
7,4,0,1,17,1,11,2.77
4,4,2,2,18,1,8,3.61
6,5,2,2,23,1,7,3.53
3,2,2,1,17,1,5,3.23
4,4,1,1,22,0,8,2.53
4,4,1,1,18,0,8,3.55
5,4,2,2,19,1,10,2.94
4,3,2,1,17,1,7,2.99
5,4,2,2,20,1,11,3.38
8,3,1,1,20,1,9,3.96
4,3,3,1,18,1,10,2.96
17,5,2,2,29,1,16,3.06
7,2,2,2,19,2,11,4.69
5,4,2,2,18,1,7,2.4
4,4,1,1,21,1,7,2.57
8,3,3,2,17,1,10,3.77
3,4,4,0,28,2,6,2.69
2,3,2,2,24,1,8,2.78
4,2,1,1,8,1,6,2.66
7,2,2,1,20,0,9,3.18
8,4,4,1,12,2,9,3.75
4,6,1,2,17,1,7,3.36
4,3,2,1,13,1,7,3.48
4,2,3,4,21,1,7,4.12
5,3,1,0,29,0,7,2.56
4,3,2,1,12,1,7,3.02
5,2,1,1,8,1,5,2.53
6,6,3,1,10,1,8,4.53
4,3,1,1,9,1,11,2.1
5,2,1,1,13,1,7,3.65
8,4,0,1,18,0,8,3.79
6,4,2,1,11,1,8,3.05
7,4,2,1,12,1,7,2.9
7,5,3,1,23,1,7,1.99
4,4,0,1,8,0,9,4.4
4,4,1,1,13,1,8,4.0
6,4,1,1,9,1,4,2.75
6,4,0,1,18,0,9,3.05
7,4,1,1,13,1,8,2.59
7,4,2,1,13,1,8,4.21
7,6,5,1,10,1,6,3.49
9,6,5,1,13,1,9,3.03
8,7,3,1,15,1,9,1.26
6,4,0,1,19,0,6,3.18
10,4,2,1,14,0,9,3.28
3,5,1,1,11,1,6,2.92
8,5,4,1,14,1,11,3.24
8,4,3,1,13,1,8,2.12
8,5,1,1,15,1,14,2.85
4,3,3,1,17,1,7,3.75
4,4,0,1,13,1,11,3.4
4,3,2,2,21,1,8,3.25
2,2,0,1,10,0,4,2.99
4,1,1,0,5,1,6,4.02
6,2,2,1,9,0,7,3.02
7,4,2,1,14,1,5,3.7
7,4,0,1,19,0,5,2.82
8,4,2,1,14,1,8,2.18
8,5,3,1,18,1,9,3.56
9,6,0,1,20,1,13,3.16
5,6,4,1,16,1,12,3.22
7,4,3,1,20,1,9,3.98
15,6,1,1,37,0,7,2.68
7,5,1,1,9,1,4,3.48
9,5,3,1,15,1,13,2.23
6,4,2,1,9,1,7,3.71
9,6,2,1,12,1,7,3.27
4,3,2,1,15,1,8,2.91
9,5,3,1,14,1,7,3.05
10,5,1,1,15,1,8,3.77
22,14,3,3,47,2,29,3.36
8,6,0,1,14,1,8,2.29
10,4,2,1,16,1,9,3.23
8,5,1,1,17,0,11,2.29
10,5,3,1,10,1,7,2.44
6,5,4,1,12,1,9,2.55
10,7,2,1,14,0,7,1.87
9,5,3,1,16,1,8,3.19
9,3,2,2,29,1,11,4.66
10,5,3,1,11,1,8,2.54
5,5,0,1,16,1,9,4.1
9,4,3,1,15,1,9,2.99
5,4,2,0,29,1,10,2.78
6,4,1,1,7,1,5,3.39
6,4,0,1,15,1,11,2.28
4,2,0,0,9,0,5,2.27
3,5,2,1,21,1,10,2.43
4,2,1,0,6,1,4,2.73
5,4,4,0,31,1,9,2.67
7,5,1,2,13,1,10,3.85
5,3,0,1,10,1,5,2.45
5,4,0,1,15,1,8,2.54
5,3,1,1,4,1,7,3.02
5,3,1,1,19,1,5,2.65
5,1,0,0,5,1,5,4.15
9,3,2,1,18,0,9,3.45
5,4,1,1,11,0,7,4.22
5,5,2,1,10,1,10,3.66
5,4,2,1,15,1,8,3.33
8,2,1,1,14,1,12,3.93
3,4,3,1,22,1,9,3.32
7,3,4,1,16,1,10,2.75
5,5,1,1,7,0,6,2.66
3,4,1,1,19,1,8,3.21
5,3,1,1,13,1,9,3.44
7,3,1,1,12,1,7,3.23
6,3,1,1,14,1,7,3.9
5,3,3,1,16,1,5,2.67
2,3,1,1,12,1,5,2.95
5,2,1,1,23,0,7,3.01
3,3,2,1,16,2,7,1.38
5,2,1,1,15,0,6,3.12
5,3,1,1,17,1,5,2.16
8,4,4,1,9,1,7,2.92
6,3,1,1,16,1,8,4.83
6,2,1,1,6,1,7,3.84
7,5,2,2,16,1,16,3.82
6,5,2,1,17,1,7,2.25
5,3,0,1,9,0,9,3.42
3,4,0,1,8,1,7,2.35
14,3,2,1,22,1,10,1.82
4,5,1,1,17,1,5,3.22
5,4,2,2,9,1,8,1.97
8,3,0,1,11,0,11,3.22
5,4,1,1,7,1,6,4.5
6,2,0,2,13,0,6,3.2
6,4,1,1,21,1,8,3.1
6,4,1,1,14,1,7,2.56
4,4,2,0,12,1,5,2.78
4,2,1,1,12,1,6,2.73
6,4,2,1,21,1,10,2.52
5,3,1,1,15,1,5,2.32
3,4,1,1,17,1,5,3.69
7,4,3,2,18,1,5,2.78
5,3,1,1,16,1,7,3.31
6,2,1,1,17,1,8,2.52
8,7,2,1,18,1,7,2.77
6,3,1,0,18,1,7,3.69
5,3,2,1,9,1,9,2.59
3,2,0,1,15,0,6,3.49
6,4,2,1,8,1,6,3.65
11,4,2,1,22,1,13,3.06
6,3,1,1,18,1,12,2.62
5,3,1,1,18,1,9,3.21
6,4,1,1,19,1,8,2.72
4,4,1,1,17,1,6,2.78
4,4,2,0,13,1,8,2.77
5,6,2,1,14,1,9,2.75
9,3,2,1,16,0,6,2.74
6,4,0,1,19,0,5,2.18
9,4,1,1,17,1,7,2.83
6,4,0,1,13,1,4,3.89
9,1,1,1,23,1,18,3.14
6,3,1,1,11,2,7,3.13
4,2,1,1,9,1,5,3.74
7,5,0,1,6,1,6,3.33
6,4,1,1,16,1,10,3.44
6,2,1,2,10,0,5,3.51
11,4,1,1,14,1,9,3.52
4,3,1,1,11,1,5,2.65
7,5,2,2,21,1,8,3.14
4,4,1,1,9,1,5,4.71
5,3,1,1,8,1,5,2.99
10,3,2,1,21,1,9,3.74
12,5,4,3,33,1,10,3.01
4,3,3,1,21,1,9,2.59
8,2,2,2,19,2,8,3.68
17,5,3,1,23,1,8,3.99
6,3,1,2,15,1,8,2.64
5,3,2,1,9,1,11,3.46
5,3,2,1,9,1,13,2.49
8,5,2,1,19,1,10,3.32
5,3,0,1,10,1,5,3.29
