BANHEIROS,COZINHA,LABORATÓRIO,ESPORTE,SALAS DE AULA,LEITURA,OUTROS,IDESP_AF,CLASSIFICACAO_NOTA
8,3,1,2,27,1,15,3.14,D
5,3,1,1,9,1,13,3.24,C
4,2,3,2,17,1,11,4.16,C
5,3,2,2,25,1,12,3.61,C
5,2,0,1,18,1,10,2.96,D
7,4,0,1,15,1,15,4.01,C
8,5,2,3,24,2,23,3.19,D
12,5,4,2,19,1,15,3.42,C
11,4,2,2,24,0,15,3.33,C
9,2,0,1,17,1,11,3.06,D
5,2,0,1,10,1,8,3.12,D
13,10,4,2,20,2,12,3.5,C
8,3,1,1,16,1,10,3.81,C
11,5,2,2,18,1,8,3.17,D
13,7,2,3,23,1,16,3.6,C
8,6,1,1,21,1,11,3.59,C
5,4,3,3,17,1,8,3.19,D
10,3,7,2,21,2,16,3.72,C
5,3,0,1,14,0,9,3.06,D
5,2,0,1,15,1,10,3.33,C
6,3,2,1,14,1,9,2.69,D
4,2,0,1,10,1,7,2.63,D
4,5,2,1,11,1,6,2.59,D
4,4,2,1,14,1,8,3.15,D
6,4,2,1,15,2,7,2.87,D
6,3,1,1,14,1,9,3.49,C
6,2,1,1,8,0,5,2.63,D
4,3,2,1,16,0,8,3.84,C
4,3,0,2,16,0,5,2.74,D
6,4,1,1,10,1,9,3.03,D
9,4,3,1,22,1,13,3.6,C
9,5,1,2,22,0,15,3.39,C
2,5,1,2,17,1,5,4.33,C
8,7,1,1,13,1,9,4.34,C
4,4,1,2,12,1,6,4.24,C
7,3,0,2,12,1,12,4.82,C
5,3,0,1,11,1,7,4.17,C
5,4,0,1,18,0,10,3.68,C
5,5,1,1,13,1,6,3.36,C
5,3,0,2,13,1,5,3.39,C
3,4,1,1,9,0,4,3.17,D
7,4,3,1,17,1,10,3.46,C
6,3,4,2,15,1,15,5.05,B
8,3,2,1,14,1,8,2.81,D
9,5,3,2,22,1,15,3.77,C
9,4,1,2,15,1,8,2.51,D
5,4,2,2,16,1,10,2.36,D
6,2,1,1,14,1,12,3.13,D
6,4,1,1,11,1,10,3.33,C
9,5,3,2,17,1,20,4.66,C
5,3,0,2,17,1,26,4.27,C
5,4,1,1,13,2,8,3.66,C
8,5,2,2,14,0,26,3.34,C
6,4,1,2,19,1,17,2.94,D
6,3,1,1,9,1,8,3.0,D
8,2,0,2,18,2,14,2.96,D
5,3,1,1,15,1,9,4.69,C
7,4,2,2,19,1,13,4.07,C
9,3,1,1,8,1,13,3.39,C
5,5,1,1,15,1,11,3.27,C
7,4,1,1,21,1,13,3.03,D
7,4,1,2,20,1,16,3.94,C
5,3,1,1,20,1,6,4.54,C
6,3,2,2,15,1,9,2.81,D
10,5,3,2,22,1,11,3.39,C
4,5,1,2,16,1,7,3.84,C
5,4,1,1,11,1,8,3.63,C
6,4,1,1,27,2,11,2.4,D
14,5,2,2,27,1,19,3.76,C
2,3,2,1,10,1,7,3.74,C
4,3,2,1,13,1,6,3.73,C
11,4,2,1,11,1,11,4.78,C
7,3,1,1,17,0,8,3.4,C
9,5,2,2,14,1,12,3.32,C
6,4,0,1,18,0,7,3.83,C
7,3,0,1,17,1,8,3.15,D
5,2,0,1,10,0,6,2.87,D
5,4,2,1,10,0,7,4.0,C
6,4,2,2,20,0,13,2.83,D
6,5,1,1,11,1,7,2.87,D
6,4,2,1,17,1,10,2.82,D
10,2,2,1,19,0,8,3.0,D
9,5,3,2,17,1,8,4.76,C
10,4,2,1,18,1,10,3.33,C
4,5,3,2,17,1,8,2.85,D
8,4,1,1,25,1,16,3.92,C
7,5,2,2,24,1,16,3.25,C
5,3,0,1,12,1,6,2.98,D
4,3,1,1,8,1,9,3.49,C
4,3,0,1,16,3,7,3.27,C
8,5,2,1,14,1,14,3.81,C
7,5,2,1,11,1,10,2.57,D
9,4,2,1,15,2,10,3.42,C
4,4,2,1,20,1,7,3.31,C
6,4,2,1,19,1,5,3.65,C
5,3,1,1,14,1,8,3.0,D
10,4,2,2,19,1,21,2.38,D
4,4,0,1,15,0,9,3.4,C
9,2,1,1,14,1,9,3.8,C
4,3,2,1,13,1,10,4.03,C
5,4,1,1,26,1,8,2.98,D
8,3,2,1,12,0,12,4.38,C
6,3,2,1,17,1,15,2.73,D
5,4,2,1,17,1,10,2.57,D
2,3,1,1,8,1,5,2.75,D
3,2,1,1,10,1,6,2.02,D
4,5,3,2,17,1,10,2.95,D
5,5,2,1,21,1,10,2.81,D
9,3,2,1,20,1,11,3.29,C
7,3,2,1,15,1,12,2.54,D
4,4,1,1,11,1,9,3.0,D
8,5,0,1,18,1,9,3.01,D
4,3,0,1,8,0,4,2.95,D
5,4,1,1,15,0,8,2.23,D
4,4,2,2,16,1,12,4.46,C
5,3,0,1,7,1,7,3.74,C
4,2,1,1,7,1,5,3.7,C
6,4,1,2,15,0,7,3.09,D
7,3,1,1,13,1,9,2.97,D
4,3,1,1,10,0,6,2.31,D
4,3,1,1,12,1,4,3.52,C
5,4,1,2,17,1,10,3.52,C
3,3,1,1,7,1,5,2.29,D
5,3,1,1,12,1,7,2.77,D
12,5,2,1,22,1,15,2.74,D
5,3,0,2,17,0,10,2.3,D
5,4,1,2,12,1,8,2.19,D
4,2,1,1,7,1,6,3.71,C
4,3,0,1,11,1,3,3.33,C
6,2,2,1,13,1,8,3.13,D
7,4,2,2,19,1,11,3.09,D
6,5,1,1,13,2,13,2.26,D
4,3,2,1,18,1,8,2.3,D
5,4,2,2,18,1,8,3.38,C
8,5,1,2,17,2,20,4.07,C
6,3,2,1,19,1,7,2.81,D
4,4,2,1,18,1,8,3.23,D
4,5,1,2,19,1,13,3.59,C
4,3,2,1,17,1,7,3.14,D
4,1,1,1,9,1,5,3.41,C
6,5,1,1,18,1,11,3.61,C
3,3,2,2,23,1,8,2.65,D
3,4,1,1,13,1,10,3.51,C
2,3,2,2,18,1,8,3.11,D
5,5,1,1,15,1,9,2.78,D
6,4,2,2,22,1,6,3.09,D
6,3,2,2,12,2,9,3.69,C
6,4,2,1,23,1,9,4.27,C
8,5,2,2,19,1,9,3.25,C
6,4,1,2,19,1,8,3.43,C
4,4,2,3,17,2,11,2.7,D
4,3,1,2,10,1,7,2.81,D
4,4,1,1,23,1,11,3.47,C
7,4,1,2,23,1,11,3.99,C
8,1,2,1,16,1,10,3.04,D
4,6,3,2,20,1,11,2.79,D
5,3,2,2,17,1,11,3.05,D
5,4,2,2,26,1,8,3.49,C
4,5,2,2,16,1,9,2.69,D
4,3,1,2,18,1,8,3.0,D
4,6,2,2,16,1,12,4.35,C
5,2,0,1,8,0,6,3.9,C
5,3,1,1,13,1,7,3.98,C
7,3,0,1,13,0,9,3.82,C
5,3,1,1,13,1,6,3.28,C
7,2,0,1,22,0,7,3.37,C
5,5,0,3,15,2,8,3.79,C
7,4,3,2,19,1,15,3.39,C
7,3,1,2,12,1,10,4.11,C
5,2,1,1,7,1,8,4.03,C
6,4,3,1,13,1,11,3.54,C
5,3,3,1,8,1,11,3.17,D
5,2,1,2,15,1,8,3.04,D
5,4,3,1,9,1,12,5.0,B
6,5,1,1,15,0,6,6.53,A
4,4,2,1,13,1,10,3.75,C
5,3,1,1,6,2,7,3.23,D
6,4,2,1,9,1,11,4.33,C
4,5,2,2,20,1,12,4.3,C
10,6,2,3,16,1,14,2.72,D
5,1,3,1,11,1,10,3.89,C
3,5,2,2,22,0,10,2.72,D
6,2,1,1,16,0,7,3.39,C
11,7,5,3,26,1,29,3.5,C
2,5,2,1,14,1,7,3.24,C
9,4,1,1,15,1,8,2.76,D
10,7,3,1,21,2,20,4.4,C
5,2,1,1,14,1,12,3.8,C
9,5,2,1,17,1,8,3.32,C
6,4,1,2,18,1,8,3.89,C
9,7,1,1,19,1,11,4.36,C
8,5,2,1,17,1,15,2.53,D
5,5,2,2,15,1,13,4.72,C
3,3,0,1,16,0,6,2.6,D
9,5,1,3,23,1,9,2.2,D
7,4,1,1,18,1,9,5.69,B
8,7,1,2,17,1,13,4.74,C
7,3,1,1,10,1,9,3.23,D
5,4,1,1,17,1,10,3.55,C
7,3,2,2,14,1,6,3.72,C
8,3,2,1,15,1,12,4.41,C
8,4,2,1,20,1,9,3.07,D
6,4,2,2,14,2,9,2.36,D
6,6,2,1,14,1,10,3.81,C
6,5,5,2,12,1,8,3.0,D
7,3,2,1,19,1,7,3.42,C
7,3,0,1,12,1,6,3.76,C
8,4,2,2,19,1,7,3.3,C
7,4,5,2,16,1,9,6.0,B
9,5,3,1,12,1,9,4.48,C
17,6,4,1,27,1,15,4.27,C
4,4,2,1,14,1,16,4.41,C
4,5,2,1,16,1,6,2.87,D
6,4,2,1,15,1,15,5.33,B
6,3,1,1,7,1,9,1.63,D
4,4,2,2,10,1,8,3.34,C
8,5,2,2,19,1,12,3.85,C
5,5,1,2,21,1,11,4.85,C
6,6,2,2,19,1,15,3.23,D
8,5,3,2,24,1,17,3.98,C
6,3,2,2,8,1,5,3.62,C
7,2,1,2,15,0,9,3.17,D
10,5,0,2,22,2,10,2.89,D
17,5,1,1,26,1,13,3.08,D
9,3,2,1,10,1,7,2.52,D
5,3,1,1,15,1,8,5.79,B
8,4,2,1,10,1,9,3.38,C
4,4,3,1,22,1,10,3.04,D
3,4,0,1,15,1,6,2.83,D
6,3,1,1,13,1,7,4.29,C
5,3,1,1,15,1,10,2.15,D
14,4,2,1,29,1,10,2.8,D
5,3,0,1,9,0,6,3.28,C
8,5,1,2,18,1,8,2.67,D
4,2,1,1,9,1,5,4.7,C
4,2,2,1,13,1,7,4.59,C
11,4,4,2,22,1,10,3.58,C
9,5,2,1,16,1,7,3.87,C
5,5,3,2,18,1,9,3.87,C
5,5,1,2,15,1,9,3.19,D
6,5,1,1,18,1,10,3.29,C
4,2,1,1,14,1,10,3.26,C
4,3,1,1,6,2,6,4.42,C
7,2,0,3,15,2,10,3.71,C
7,5,2,2,20,1,9,3.49,C
6,5,3,3,31,1,9,3.55,C
8,4,2,1,10,1,11,5.76,B
4,4,1,2,13,1,7,4.47,C
16,5,2,1,18,1,19,3.46,C
6,4,1,2,17,1,9,3.38,C
5,5,1,2,14,1,10,3.49,C
6,5,4,2,26,1,9,4.03,C
6,6,3,2,16,1,12,3.25,C
4,4,1,2,19,1,11,3.77,C
5,4,2,2,17,1,11,4.78,C
5,4,1,1,12,1,12,3.29,C
8,3,1,2,22,1,18,3.36,C
4,2,1,1,10,0,8,4.51,C
5,4,1,2,15,1,9,2.37,D
4,5,2,1,16,1,10,3.53,C
5,6,5,3,30,2,12,3.52,C
6,2,2,1,14,1,8,2.29,D
6,3,1,2,13,1,12,1.8,D
8,4,1,0,10,1,10,3.32,C
4,4,1,1,9,1,10,3.27,C
5,2,1,1,10,1,8,3.14,D
7,3,3,2,17,1,9,3.99,C
3,4,0,1,13,1,7,3.06,D
5,5,1,2,26,1,8,3.29,C
2,3,2,1,8,1,6,4.11,C
4,4,0,1,13,1,8,5.51,B
6,3,1,2,16,2,8,3.28,C
5,3,1,1,17,1,7,4.39,C
8,5,2,2,19,1,6,2.6,D
5,5,3,2,17,2,8,3.72,C
7,5,1,1,15,1,15,3.64,C
5,4,1,2,21,0,10,3.64,C
10,9,0,2,12,1,7,3.85,C
7,4,2,1,14,1,9,3.55,C
7,7,0,3,26,1,12,2.97,D
11,5,1,2,20,1,13,2.43,D
9,6,0,2,19,1,18,3.45,C
4,3,2,2,14,1,9,1.93,D
6,4,2,2,13,1,13,3.38,C
4,4,1,2,19,1,8,3.26,C
5,5,2,2,14,1,8,3.41,C
4,3,0,1,18,1,11,2.72,D
4,6,1,1,15,1,6,3.59,C
6,4,2,2,11,1,11,3.88,C
7,6,2,2,28,1,21,3.64,C
9,6,2,2,22,1,13,3.39,C
7,3,0,1,15,1,11,3.55,C
6,3,0,1,14,1,9,3.91,C
6,6,1,1,8,1,7,4.64,C
5,3,1,1,12,1,7,3.44,C
6,4,1,1,14,1,10,4.69,C
4,4,3,1,15,1,7,4.64,C
7,4,0,2,15,1,7,2.59,D
6,4,1,2,16,1,15,3.58,C
7,3,1,1,14,1,10,3.75,C
5,2,0,1,15,1,9,3.04,D
5,3,2,3,18,1,10,2.56,D
5,3,1,2,19,0,8,3.49,C
5,1,2,2,13,1,7,3.99,C
13,5,0,2,20,1,11,2.89,D
4,4,1,1,10,1,9,3.61,C
6,2,1,1,11,0,7,4.1,C
7,4,3,1,16,1,7,3.4,C
7,6,1,2,22,1,22,4.34,C
6,2,2,3,11,1,10,2.28,D
5,3,2,1,11,1,14,3.09,D
7,4,1,1,8,1,9,3.99,C
4,3,1,1,11,1,7,2.6,D
4,2,1,0,9,1,5,3.8,C
6,3,1,2,10,0,11,4.42,C
7,4,2,1,13,2,8,3.55,C
4,3,0,2,12,1,6,3.42,C
4,3,1,1,11,1,7,3.81,C
10,4,3,2,23,1,9,4.51,C
5,3,1,2,9,0,6,3.36,C
7,2,1,0,10,0,9,3.68,C
4,5,3,1,24,1,21,3.47,C
4,2,1,1,6,1,5,4.04,C
8,6,4,3,20,1,13,5.54,B
6,4,2,1,20,2,12,4.52,C
6,3,2,1,16,1,7,4.79,C
4,2,1,1,11,1,6,3.71,C
6,2,1,0,19,1,7,2.33,D
4,3,2,1,11,1,5,2.75,D
7,5,1,1,16,1,8,3.5,C
5,2,3,2,20,1,18,4.44,C
10,6,2,1,17,1,10,4.37,C
4,4,1,1,9,1,4,2.84,D
4,4,2,1,13,1,7,2.89,D
4,4,2,1,16,1,7,3.46,C
6,3,2,1,12,1,9,4.67,C
4,4,1,2,14,1,8,3.82,C
9,4,1,1,12,1,8,3.68,C
11,6,2,1,22,1,16,4.61,C
4,5,2,2,18,1,8,3.1,D
4,4,2,2,25,1,7,3.67,C
11,5,2,1,16,1,10,3.76,C
16,3,2,2,24,2,7,4.33,C
10,2,2,2,26,2,12,3.25,C
11,2,0,1,17,0,7,4.24,C
4,3,1,1,10,0,7,4.71,C
4,5,1,1,14,2,8,3.08,D
5,4,3,2,13,1,9,3.22,D
4,2,0,1,11,1,6,4.07,C
6,4,3,2,27,1,13,3.08,D
6,5,3,2,14,2,12,2.95,D
5,5,1,2,10,1,10,3.8,C
6,5,3,2,12,1,11,5.12,B
4,3,1,2,11,1,6,3.67,C
6,5,1,1,18,2,6,2.31,D
7,5,2,1,19,1,9,3.86,C
6,3,2,1,16,0,11,3.73,C
4,3,1,1,13,1,7,3.69,C
5,1,1,1,10,1,6,4.67,C
6,3,3,2,13,1,10,4.61,C
7,5,2,2,15,1,11,3.3,C
7,6,1,1,23,1,16,3.61,C
12,4,2,1,19,1,11,2.5,D
7,4,2,1,16,1,9,3.69,C
5,2,1,1,9,1,9,3.27,C
5,2,1,1,9,1,7,3.59,C
7,3,0,1,10,1,6,3.9,C
5,5,3,1,17,1,11,4.73,C
6,3,4,3,15,1,11,3.63,C
5,4,2,2,18,2,10,3.64,C
2,3,2,1,11,1,8,3.57,C
4,4,2,1,19,1,10,3.84,C
6,3,2,1,12,1,10,4.48,C
5,4,2,2,22,1,6,2.53,D
5,5,2,1,17,1,7,5.23,B
4,3,2,1,14,1,7,3.7,C
4,3,1,1,7,1,5,3.41,C
5,3,1,1,12,1,6,3.7,C
16,4,3,1,21,1,12,3.02,D
7,5,2,1,19,1,7,3.39,C
9,4,2,2,23,1,12,4.1,C
9,5,2,1,15,1,8,3.78,C
13,4,1,1,16,1,15,2.8,D
4,2,2,1,9,2,10,3.59,C
4,2,1,1,10,1,4,2.93,D
6,4,2,1,10,1,9,4.39,C
2,5,1,1,15,0,7,2.79,D
3,5,1,1,20,1,9,2.57,D
6,4,1,1,25,1,7,2.77,D
10,3,1,1,21,1,6,4.06,C
7,4,3,1,24,1,11,2.93,D
6,2,1,1,12,1,10,2.29,D
5,3,1,1,16,1,8,3.07,D
5,4,1,2,5,1,6,3.22,D
6,5,0,1,13,0,7,2.94,D
5,4,1,2,12,1,9,3.12,D
5,2,1,0,11,1,5,3.32,C
5,2,1,1,8,1,7,2.63,D
4,4,3,1,13,1,7,4.39,C
4,2,0,1,8,1,8,3.87,C
4,2,0,1,14,1,6,3.32,C
4,3,1,1,8,0,5,4.05,C
6,4,1,1,13,1,9,2.9,D
4,4,0,1,17,1,9,3.32,C
4,3,0,1,10,0,7,2.98,D
8,4,2,1,12,1,11,5.01,B
7,2,2,2,16,1,7,2.65,D
7,4,1,1,14,0,14,2.85,D
7,3,1,1,16,1,5,3.94,C
6,2,1,1,12,1,6,2.47,D
6,3,1,1,12,2,9,2.15,D
5,4,1,1,12,1,8,2.45,D
6,4,1,1,16,1,11,3.42,C
4,1,1,1,11,1,7,3.83,C
6,3,1,1,7,0,3,3.58,C
6,3,2,1,7,1,7,3.05,D
4,4,1,1,10,0,7,5.44,B
3,1,1,1,9,1,7,2.32,D
4,1,1,2,10,1,7,3.27,C
5,4,1,1,15,1,19,2.51,D
5,5,1,1,10,1,11,4.09,C
6,6,1,4,15,1,15,2.22,D
6,2,1,1,4,1,7,2.4,D
4,1,1,1,10,1,3,3.32,C
4,2,1,2,5,0,6,3.25,C
6,4,1,1,14,1,9,3.68,C
6,2,1,1,10,1,8,4.25,C
4,3,1,1,9,0,5,2.68,D
3,2,1,1,5,0,4,5.37,B
4,3,1,1,10,1,10,3.11,D
5,2,1,1,10,0,10,3.86,C
4,5,4,1,9,1,8,4.24,C
7,4,0,1,17,0,7,2.32,D
5,2,1,1,11,1,7,3.69,C
8,5,2,2,16,1,15,4.54,C
6,4,1,2,15,1,6,3.5,C
4,4,0,1,12,1,6,4.86,B
4,4,2,1,13,1,9,3.7,C
2,2,1,1,14,1,7,2.95,D
7,7,1,1,19,1,9,2.96,D
4,2,0,1,12,0,5,4.41,C
7,5,3,1,14,1,10,3.2,D
4,2,0,1,9,1,10,3.49,C
5,2,1,1,12,0,8,1.38,E
8,6,2,1,19,1,11,2.37,D
4,4,0,1,9,0,7,3.19,D
4,2,1,1,8,0,5,2.87,D
10,5,1,1,13,1,7,2.93,D
7,3,1,1,12,0,15,3.13,D
7,4,1,1,14,1,10,2.8,D
7,4,2,1,11,2,14,2.25,D
3,5,3,2,17,1,9,1.73,D
9,5,2,1,17,1,9,2.94,D
4,4,2,1,17,1,10,3.81,C
4,4,2,2,15,1,9,3.42,C
4,4,1,2,12,1,15,4.53,C
6,4,1,1,22,0,7,2.9,D
5,2,1,0,16,1,8,2.19,D
6,3,0,1,13,1,6,2.77,D
4,3,2,1,14,1,10,3.07,D
12,4,2,1,28,1,11,2.66,D
5,5,1,1,15,1,7,2.52,D
4,5,3,1,18,0,11,3.12,D
9,5,2,2,19,0,15,4.74,C
6,4,2,3,10,1,11,3.36,C
5,2,2,1,9,1,9,4.49,C
6,2,1,1,15,1,12,2.83,D
14,5,2,1,21,1,10,4.01,C
5,2,0,1,13,1,8,3.63,C
10,5,3,2,8,1,9,4.52,C
6,2,0,1,11,1,12,3.52,C
7,4,3,1,15,1,13,5.04,B
8,4,2,2,20,2,16,3.91,C
8,4,3,1,17,1,11,3.48,C
4,2,2,2,12,1,8,4.26,C
6,4,1,1,8,1,5,3.11,D
10,4,0,1,17,1,7,2.75,D
0,1,2,1,17,1,6,2.89,D
7,8,2,1,17,1,10,2.64,D
6,4,2,1,18,1,7,3.41,C
5,3,2,3,11,1,12,4.93,B
6,4,1,2,13,1,12,3.45,C
11,7,1,2,26,1,19,4.78,C
7,3,1,2,8,1,9,4.07,C
8,5,2,1,10,4,11,4.82,C
5,2,1,2,12,1,12,4.27,C
6,5,1,2,19,1,13,3.15,D
5,2,2,2,11,1,18,5.39,B
6,3,2,3,12,1,8,4.7,C
7,3,1,1,16,2,14,3.54,C
7,5,3,1,15,1,16,4.31,C
6,4,1,1,10,1,5,5.12,B
7,5,1,4,23,1,16,4.0,C
6,2,1,1,7,2,8,4.48,C
9,3,1,1,13,1,8,3.18,D
3,3,2,1,16,1,6,3.83,C
12,5,2,2,17,1,10,2.81,D
7,4,2,1,15,1,7,4.23,C
7,6,1,3,19,2,19,4.87,B
6,4,2,1,17,1,10,3.84,C
4,2,1,1,12,1,5,4.51,C
5,5,3,1,16,1,18,3.41,C
6,3,2,1,11,2,10,4.2,C
4,2,1,1,6,1,8,3.25,C
11,6,3,2,25,2,14,2.54,D
4,3,2,1,17,1,10,3.96,C
5,2,0,1,12,1,6,2.93,D
3,4,2,2,14,0,7,3.25,C
4,3,3,2,16,1,8,2.35,D
5,4,2,1,11,1,6,2.8,D
5,3,0,2,12,1,7,4.21,C
5,4,2,2,19,1,8,2.75,D
9,5,1,1,11,1,9,2.96,D
4,2,0,1,9,1,7,4.0,C
6,2,1,2,8,1,6,3.3,C
7,3,0,1,14,1,5,4.68,C
4,2,2,1,12,1,7,6.59,A
11,8,2,1,9,1,8,5.14,B
6,4,2,2,14,1,6,3.36,C
9,2,2,1,10,1,9,4.47,C
9,4,2,2,20,1,13,5.0,B
9,3,2,2,15,2,6,3.84,C
6,1,1,1,14,1,9,3.85,C
4,3,0,1,14,1,8,3.76,C
6,4,3,0,16,1,13,3.09,D
6,4,2,2,11,1,14,3.12,D
4,3,1,1,10,1,7,3.06,D
12,5,2,3,18,1,15,2.48,D
7,3,3,2,13,1,7,3.81,C
11,3,1,1,10,1,5,3.89,C
5,4,0,1,10,0,7,3.1,D
6,3,1,1,13,1,9,2.71,D
6,3,1,1,10,2,9,5.07,B
2,4,2,2,19,1,8,3.33,C
13,5,2,2,19,1,15,2.81,D
6,5,3,2,13,1,9,8.1,A
7,6,3,2,19,1,13,4.13,C
4,4,1,1,11,1,6,3.65,C
8,2,2,1,11,1,18,2.88,D
7,1,2,2,11,1,20,3.5,C
13,7,2,2,21,2,20,3.81,C
6,5,2,2,14,1,7,3.61,C
12,6,1,1,15,1,13,3.7,C
9,8,4,2,18,2,16,4.37,C
8,5,3,2,15,1,16,4.57,C
5,1,1,1,7,1,8,3.88,C
5,3,1,2,20,1,8,4.0,C
9,5,2,1,15,1,9,3.35,C
8,2,1,1,12,1,11,3.13,D
5,3,1,1,9,0,5,3.83,C
5,2,0,1,12,2,5,4.21,C
4,1,1,1,9,1,13,4.45,C
19,5,2,3,30,2,21,3.97,C
4,3,0,1,7,1,10,2.66,D
9,2,3,2,18,1,11,6.38,B
5,2,1,2,15,1,12,3.63,C
5,3,2,2,12,1,9,4.17,C
8,3,2,1,13,1,13,3.88,C
4,2,0,1,15,1,8,3.22,D
5,4,2,1,11,1,8,3.88,C
5,5,3,2,16,1,11,3.03,D
10,6,1,2,10,1,18,3.14,D
5,2,1,1,11,1,16,3.6,C
3,3,3,1,19,1,12,2.7,D
5,3,1,1,10,1,18,2.68,D
4,2,2,1,8,1,9,4.83,C
7,4,2,2,15,2,12,3.04,D
4,3,1,1,20,1,9,2.94,D
9,5,2,3,26,1,14,3.89,C
8,2,0,1,8,1,8,5.67,B
15,5,3,3,25,1,19,3.8,C
18,6,3,2,16,1,18,5.12,B
8,5,2,2,18,1,12,3.99,C
5,3,1,1,14,1,19,2.66,D
6,5,1,2,13,1,11,3.33,C
11,4,2,2,13,1,12,4.04,C
5,2,1,1,9,1,8,3.75,C
5,2,1,2,9,1,7,4.18,C
9,4,2,3,12,1,9,3.62,C
4,3,0,1,14,0,11,2.5,D
6,4,1,1,21,0,16,1.89,D
5,5,1,1,8,1,10,3.09,D
5,5,0,2,19,0,9,2.53,D
4,2,0,1,7,2,4,3.28,C
10,4,2,1,16,1,18,3.08,D
5,6,2,1,20,1,8,3.73,C
4,3,2,1,9,1,10,3.34,C
6,2,1,1,14,1,8,3.7,C
4,4,0,1,11,0,7,2.52,D
5,2,1,1,9,0,6,2.26,D
5,3,0,1,16,1,7,2.99,D
7,3,0,1,17,0,7,2.55,D
6,4,2,1,17,1,8,3.31,C
6,3,1,1,12,1,15,2.82,D
5,2,0,1,11,1,8,3.63,C
5,5,2,1,14,1,10,2.46,D
5,2,1,1,9,1,8,3.49,C
5,5,1,2,14,1,9,3.69,C
5,4,1,1,13,1,12,3.59,C
5,2,1,1,7,0,7,2.16,D
6,4,1,1,12,1,10,3.89,C
9,4,1,1,18,1,9,2.59,D
8,3,1,1,12,1,11,3.07,D
4,4,1,1,12,1,8,2.64,D
4,3,1,1,12,1,8,3.62,C
4,2,1,1,9,1,8,3.75,C
5,4,3,1,20,1,12,2.26,D
6,2,1,1,7,2,7,3.3,C
8,3,2,3,26,1,14,3.32,C
4,4,2,1,17,1,11,2.74,D
4,3,1,1,14,1,6,2.68,D
5,3,3,0,16,1,8,2.35,D
7,3,1,1,15,1,9,3.13,D
4,3,0,2,11,0,7,3.15,D
6,3,2,1,9,1,8,2.16,D
4,3,1,1,7,1,6,4.3,C
8,4,2,1,17,1,8,2.75,D
12,5,2,2,32,1,15,2.01,D
4,3,1,1,12,3,11,3.54,C
4,3,1,1,18,0,6,3.56,C
6,2,1,0,7,1,10,4.7,C
7,3,1,1,8,1,13,3.21,D
5,3,1,2,7,1,5,4.1,C
5,3,1,1,13,1,6,2.55,D
7,4,1,1,19,1,10,3.51,C
5,2,1,2,12,1,6,2.32,D
8,3,1,2,14,1,10,2.57,D
6,3,2,1,12,1,9,3.9,C
6,2,1,1,7,1,10,3.65,C
4,2,1,1,7,1,7,3.44,C
5,1,1,1,8,1,11,3.93,C
6,2,1,2,15,1,9,3.95,C
5,4,2,2,21,1,15,3.6,C
5,2,0,1,13,1,9,3.02,D
4,4,1,0,8,1,7,4.24,C
3,3,0,1,13,0,4,4.03,C
6,4,2,1,8,1,8,3.35,C
4,2,2,1,8,1,8,3.39,C
5,3,1,1,11,1,8,2.94,D
5,3,1,1,14,1,9,2.12,D
5,4,2,2,15,1,8,2.9,D
4,4,5,2,16,1,13,4.67,C
6,2,1,1,15,1,17,3.25,C
7,3,3,2,13,1,9,4.18,C
4,4,1,2,10,1,14,3.24,C
7,5,3,2,17,1,12,3.75,C
9,5,2,2,27,1,18,4.19,C
6,4,3,3,18,1,12,4.59,C
7,3,1,1,18,1,14,3.79,C
5,3,2,2,27,1,17,2.38,D
8,3,2,2,21,1,11,3.49,C
5,2,0,2,19,1,12,3.96,C
6,5,0,1,15,1,12,2.6,D
9,3,1,1,14,1,12,3.64,C
10,5,4,1,12,2,10,2.52,D
9,3,2,2,27,1,10,3.56,C
6,2,2,1,10,1,11,2.25,D
6,4,4,2,15,1,11,3.06,D
6,4,1,1,10,1,7,2.26,D
4,3,1,1,12,1,10,3.41,C
5,2,1,1,7,1,14,2.37,D
4,1,1,1,7,1,10,2.5,D
10,4,2,2,14,1,15,3.19,D
6,2,1,1,9,1,11,2.43,D
8,3,3,1,8,1,4,4.6,C
5,5,1,1,14,0,9,2.8,D
10,3,2,2,12,1,8,2.92,D
5,3,1,1,12,0,9,3.59,C
5,3,2,1,11,1,11,4.89,B
7,3,3,3,23,1,12,3.06,D
6,2,1,1,8,1,8,3.69,C
8,5,2,2,13,1,16,5.82,B
4,1,1,0,5,1,5,3.56,C
6,2,1,1,8,0,9,3.1,D
6,4,2,1,9,1,13,4.65,C
10,7,2,2,18,1,30,3.39,C
14,3,6,3,27,1,26,3.29,C
7,3,4,1,15,1,13,3.66,C
5,2,1,0,5,1,6,3.85,C
5,2,3,2,11,1,17,3.06,D
5,2,0,2,10,1,8,3.04,D
9,4,1,3,14,1,14,3.61,C
7,3,3,2,19,1,10,3.33,C
5,5,2,1,23,1,24,3.51,C
4,4,2,1,10,1,9,2.58,D
6,2,1,1,15,1,15,2.62,D
11,4,2,2,14,1,15,2.42,D
12,5,2,2,20,1,12,4.33,C
7,5,2,2,17,1,18,2.62,D
5,4,1,1,13,1,8,2.66,D
5,3,1,2,13,1,10,3.39,C
4,4,1,2,12,1,11,3.72,C
5,4,2,1,14,1,18,2.83,D
7,6,1,1,13,1,10,3.72,C
7,4,1,1,16,1,12,4.03,C
5,2,0,1,12,1,10,3.45,C
