BANHEIROS,COZINHA,LABORATÓRIO,ESPORTE,SALAS DE AULA,LEITURA,OUTROS,IDESP_AF,CLASSIFICACAO_NOTA
6,5,1,2,16,1,14,4.03,C
7,5,2,2,12,1,11,3.43,C
6,4,1,1,12,1,9,3.75,C
6,4,2,1,20,1,9,3.14,D
4,4,2,1,17,1,7,2.79,D
14,3,1,2,25,2,11,3.8,C
5,3,0,1,7,0,6,2.96,D
7,4,2,1,18,1,9,2.28,D
6,3,0,1,8,1,5,4.56,C
5,3,3,1,18,1,15,2.69,D
7,5,0,1,16,0,8,2.74,D
3,4,2,2,21,1,9,3.56,C
9,3,1,1,25,1,11,2.97,D
4,4,2,2,15,1,9,2.51,D
9,3,1,1,10,1,11,3.02,D
7,5,2,2,21,1,20,2.03,D
4,4,2,1,13,1,9,3.13,D
5,4,1,1,12,1,7,3.13,D
4,3,1,1,17,1,7,2.73,D
6,4,2,2,19,1,9,2.41,D
11,5,4,2,19,1,17,4.5,C
7,3,4,1,11,1,6,4.69,C
10,4,2,1,11,1,12,4.5,C
7,4,1,1,13,1,9,2.26,D
7,3,1,1,4,1,6,3.95,C
8,5,2,1,24,1,8,2.71,D
10,6,4,1,12,1,10,4.81,C
5,5,2,2,19,1,10,3.85,C
6,3,0,1,11,1,7,3.29,C
6,3,2,1,16,1,9,2.43,D
7,7,3,3,21,1,17,2.8,D
4,6,1,1,16,1,9,3.75,C
6,4,1,2,17,1,12,2.98,D
6,4,1,0,22,1,11,2.77,D
4,3,2,1,20,1,10,2.38,D
6,3,2,1,16,1,9,4.03,C
7,6,2,0,20,1,10,2.34,D
5,3,0,1,15,1,8,3.12,D
6,4,2,0,21,1,9,3.4,C
5,3,1,1,12,1,5,2.8,D
4,3,2,1,18,1,8,2.24,D
5,6,1,1,19,1,11,2.84,D
5,4,1,1,14,1,7,3.4,C
6,1,0,1,8,0,6,2.04,D
3,4,1,1,12,1,7,4.58,C
4,3,2,1,9,1,6,2.93,D
12,5,1,1,18,0,8,3.32,C
4,2,0,1,7,1,6,3.11,D
7,3,1,2,10,2,3,2.4,D
5,3,2,1,13,1,7,3.02,D
6,4,2,1,18,1,9,2.89,D
6,5,2,2,19,1,9,3.43,C
4,3,1,1,12,1,8,2.51,D
3,6,3,0,13,1,8,3.11,D
5,3,1,1,15,1,10,2.75,D
4,3,2,1,10,1,11,4.58,C
4,2,1,1,8,1,9,3.9,C
4,2,0,1,8,0,5,2.36,D
6,4,2,1,18,1,10,1.78,D
4,4,1,1,14,1,14,3.1,D
7,3,1,1,10,1,10,3.23,D
7,5,1,1,8,1,7,3.55,C
9,4,0,1,20,1,16,2.95,D
7,5,2,1,15,1,16,4.63,C
10,7,2,3,19,1,10,2.13,D
5,2,0,1,11,1,7,3.24,C
6,3,2,1,14,1,10,3.3,C
4,4,1,1,7,0,6,2.94,D
4,3,2,2,12,1,7,2.81,D
8,5,3,1,14,1,9,2.31,D
6,3,1,1,7,1,6,3.06,D
5,4,2,2,21,1,7,2.6,D
6,4,2,2,21,0,9,3.78,C
6,3,1,1,13,0,8,2.08,D
6,3,2,2,19,1,7,2.75,D
4,4,3,1,16,1,7,2.87,D
6,3,1,1,19,1,8,4.19,C
4,3,1,1,8,1,5,3.66,C
7,2,2,1,10,1,6,2.84,D
3,3,1,0,12,1,4,4.65,C
8,3,2,1,21,1,12,2.93,D
8,4,2,2,18,1,12,2.89,D
7,4,1,1,19,0,11,3.8,C
6,4,1,0,7,0,5,3.15,D
5,4,1,2,8,1,9,4.24,C
2,4,4,3,23,1,12,3.03,D
9,3,2,1,15,1,13,3.25,C
7,4,1,1,12,1,13,3.78,C
5,5,2,1,10,1,10,4.74,C
9,4,2,1,21,1,11,3.9,C
9,3,2,1,13,1,16,2.81,D
5,3,2,1,14,0,8,3.45,C
6,3,1,1,16,1,12,3.45,C
4,3,0,1,17,0,7,3.42,C
4,4,1,1,15,2,9,3.58,C
4,3,1,0,8,1,6,2.84,D
2,1,0,0,15,1,0,2.25,D
10,5,3,1,13,1,18,4.53,C
6,2,2,1,13,1,14,2.78,D
4,3,1,2,17,1,10,2.86,D
4,2,1,1,7,1,3,3.12,D
4,3,2,1,12,1,8,3.75,C
6,4,2,2,24,1,9,2.99,D
8,2,1,2,17,1,9,3.62,C
4,3,1,1,8,1,8,6.48,A
6,4,1,1,10,1,7,3.55,C
7,5,1,1,15,1,7,3.19,D
7,3,1,1,16,0,12,3.39,C
9,6,4,2,18,1,17,3.39,C
10,4,2,2,19,1,11,3.83,C
8,4,1,1,19,0,7,3.46,C
9,3,2,1,12,1,14,3.06,D
10,3,1,4,12,1,12,3.04,D
5,5,1,1,8,1,5,4.4,C
4,3,1,1,10,1,6,3.6,C
6,4,1,2,15,1,11,1.62,D
6,1,2,1,14,1,9,2.94,D
9,5,2,2,23,1,16,4.21,C
6,3,1,1,11,1,6,2.87,D
3,2,2,1,4,0,4,4.79,C
8,4,1,1,9,1,5,2.52,D
5,3,1,1,6,1,6,3.22,D
5,5,1,1,16,1,9,3.28,C
4,5,1,1,10,1,10,3.74,C
6,3,0,1,13,1,5,3.84,C
7,3,2,1,15,1,15,2.53,D
8,2,0,1,7,2,5,4.81,C
5,4,0,1,9,0,11,2.87,D
6,3,1,0,4,0,4,4.44,C
4,1,1,1,5,1,8,2.48,D
5,4,2,2,19,1,12,3.73,C
5,3,1,1,15,1,7,4.78,C
5,3,2,1,15,1,6,3.35,C
10,6,1,1,16,1,13,3.34,C
3,2,1,1,4,0,5,3.22,D
6,2,1,1,12,1,7,4.49,C
4,2,1,1,8,1,5,2.44,D
5,6,3,1,13,1,8,4.85,C
6,5,2,1,11,1,8,4.02,C
4,2,1,1,4,0,6,2.97,D
5,4,2,1,18,0,8,3.47,C
5,4,1,1,9,1,7,3.43,C
4,6,1,1,20,1,8,2.93,D
5,4,1,1,13,1,8,3.3,C
5,4,1,2,26,0,8,3.32,C
6,2,0,1,6,1,5,2.66,D
4,2,1,1,11,1,12,2.56,D
7,5,2,1,15,1,9,3.38,C
5,2,1,1,5,1,7,4.44,C
7,3,1,1,12,1,10,3.34,C
6,4,0,1,10,1,5,3.06,D
3,1,1,1,13,0,6,3.42,C
6,5,2,1,10,1,7,4.25,C
7,3,1,1,5,1,7,3.5,C
6,2,1,1,8,1,6,3.46,C
6,5,2,1,12,1,12,4.08,C
9,5,1,2,15,1,13,4.68,C
4,2,1,0,9,1,6,5.55,B
4,1,1,0,4,1,6,4.51,C
6,3,1,1,5,1,7,3.87,C
8,4,1,1,14,1,9,4.13,C
5,4,1,2,12,1,7,3.05,D
5,3,1,1,9,1,7,4.02,C
4,5,2,3,18,1,10,3.65,C
12,4,1,1,18,0,7,2.99,D
8,5,1,1,16,1,9,2.21,D
9,4,0,1,17,0,9,3.38,C
8,5,1,1,27,0,9,2.84,D
12,4,1,1,18,1,12,4.26,C
7,2,1,1,10,1,7,3.45,C
6,3,0,1,7,0,7,3.69,C
5,3,0,0,7,0,5,3.58,C
7,3,0,1,13,0,11,3.51,C
7,4,3,1,19,1,8,3.02,D
10,4,1,1,20,1,7,1.76,D
4,2,1,1,6,1,8,3.52,C
7,4,2,1,12,1,9,4.6,C
4,2,1,1,7,0,7,4.09,C
6,3,1,1,11,1,7,3.37,C
6,3,2,0,8,1,4,1.83,D
7,5,1,1,20,0,9,2.63,D
17,4,3,2,35,1,18,4.04,C
3,4,1,1,24,1,8,2.59,D
5,3,0,2,10,0,5,4.32,C
10,3,1,1,10,0,8,1.98,D
6,3,1,1,15,1,12,3.47,C
9,3,0,1,21,1,7,3.62,C
6,3,1,1,16,1,6,3.11,D
4,2,0,1,8,1,4,3.62,C
5,3,0,0,9,1,7,5.29,B
8,3,3,1,15,1,13,2.95,D
5,5,1,2,24,0,10,3.13,D
11,3,1,1,18,1,9,3.92,C
4,2,1,1,8,1,6,2.7,D
5,4,2,1,16,1,12,4.17,C
5,7,2,1,16,2,11,3.01,D
4,4,2,1,9,1,6,3.88,C
6,3,2,1,8,1,11,5.1,B
10,6,2,2,21,0,12,3.01,D
7,4,2,2,16,2,12,2.95,D
6,4,1,2,13,1,12,4.78,C
9,5,3,1,20,1,16,2.53,D
8,4,2,1,14,1,13,4.43,C
6,4,2,1,39,1,8,2.27,D
6,4,1,1,10,0,6,2.92,D
12,0,1,1,14,2,7,2.38,D
8,3,0,1,14,1,12,2.86,D
8,3,2,1,12,1,8,3.21,D
5,4,2,2,22,2,8,2.25,D
7,4,0,1,16,0,6,3.95,C
3,4,2,1,15,1,7,3.93,C
4,3,1,1,11,1,8,3.24,C
11,7,1,2,20,0,11,3.41,C
7,4,1,1,13,1,8,3.25,C
5,5,3,3,19,1,8,5.94,B
7,4,2,1,14,1,11,3.13,D
7,4,2,1,13,1,6,3.49,C
9,4,0,1,16,1,9,2.92,D
9,4,1,1,9,1,13,2.96,D
7,4,2,1,9,1,7,5.65,B
7,2,0,1,11,1,6,3.08,D
6,4,2,1,17,1,12,2.52,D
4,1,1,1,5,1,5,2.93,D
7,3,2,1,9,1,10,3.4,C
6,2,1,1,6,1,7,2.46,D
4,2,1,1,6,0,10,3.42,C
6,3,1,1,17,1,7,3.64,C
8,4,0,2,13,0,8,2.51,D
6,3,2,2,15,1,10,3.6,C
4,2,0,1,12,0,3,2.71,D
6,5,1,2,8,1,8,2.64,D
8,4,2,1,20,1,7,3.36,C
11,6,2,1,12,1,14,4.91,B
5,2,1,1,8,1,7,3.09,D
5,2,0,0,6,1,5,2.9,D
6,5,1,1,10,0,7,5.56,B
5,3,1,1,17,1,8,2.49,D
5,4,1,1,16,1,7,2.85,D
5,2,1,1,15,1,7,3.43,C
5,4,2,1,15,1,14,2.54,D
4,3,2,1,16,1,7,3.65,C
8,5,2,2,18,1,7,2.79,D
5,4,1,1,16,1,6,3.1,D
3,3,1,1,15,1,5,2.68,D
5,5,1,1,15,1,7,2.33,D
5,4,3,2,16,1,7,2.6,D
6,5,0,2,21,1,8,2.9,D
4,4,2,2,19,1,8,2.72,D
6,4,1,1,13,1,11,2.78,D
4,3,1,2,17,1,9,2.56,D
5,3,3,2,20,1,13,2.83,D
6,4,2,2,23,1,8,3.28,C
6,4,2,1,17,1,8,3.27,C
7,4,0,1,17,1,11,2.77,D
4,4,2,2,18,1,8,3.61,C
6,5,2,2,23,1,7,3.53,C
3,2,2,1,17,1,5,3.23,D
4,4,1,1,22,0,8,2.53,D
4,4,1,1,18,0,8,3.55,C
5,4,2,2,19,1,10,2.94,D
4,3,2,1,17,1,7,2.99,D
5,4,2,2,20,1,11,3.38,C
8,3,1,1,20,1,9,3.96,C
4,3,3,1,18,1,10,2.96,D
17,5,2,2,29,1,16,3.06,D
7,2,2,2,19,2,11,4.69,C
5,4,2,2,18,1,7,2.4,D
4,4,1,1,21,1,7,2.57,D
8,3,3,2,17,1,10,3.77,C
3,4,4,0,28,2,6,2.69,D
2,3,2,2,24,1,8,2.78,D
4,2,1,1,8,1,6,2.66,D
7,2,2,1,20,0,9,3.18,D
8,4,4,1,12,2,9,3.75,C
4,6,1,2,17,1,7,3.36,C
4,3,2,1,13,1,7,3.48,C
4,2,3,4,21,1,7,4.12,C
5,3,1,0,29,0,7,2.56,D
4,3,2,1,12,1,7,3.02,D
5,2,1,1,8,1,5,2.53,D
6,6,3,1,10,1,8,4.53,C
4,3,1,1,9,1,11,2.1,D
5,2,1,1,13,1,7,3.65,C
8,4,0,1,18,0,8,3.79,C
6,4,2,1,11,1,8,3.05,D
7,4,2,1,12,1,7,2.9,D
7,5,3,1,23,1,7,1.99,D
4,4,0,1,8,0,9,4.4,C
4,4,1,1,13,1,8,4.0,C
6,4,1,1,9,1,4,2.75,D
6,4,0,1,18,0,9,3.05,D
7,4,1,1,13,1,8,2.59,D
7,4,2,1,13,1,8,4.21,C
7,6,5,1,10,1,6,3.49,C
9,6,5,1,13,1,9,3.03,D
8,7,3,1,15,1,9,1.26,E
6,4,0,1,19,0,6,3.18,D
10,4,2,1,14,0,9,3.28,C
3,5,1,1,11,1,6,2.92,D
8,5,4,1,14,1,11,3.24,C
8,4,3,1,13,1,8,2.12,D
8,5,1,1,15,1,14,2.85,D
4,3,3,1,17,1,7,3.75,C
4,4,0,1,13,1,11,3.4,C
4,3,2,2,21,1,8,3.25,C
2,2,0,1,10,0,4,2.99,D
4,1,1,0,5,1,6,4.02,C
6,2,2,1,9,0,7,3.02,D
7,4,2,1,14,1,5,3.7,C
7,4,0,1,19,0,5,2.82,D
8,4,2,1,14,1,8,2.18,D
8,5,3,1,18,1,9,3.56,C
9,6,0,1,20,1,13,3.16,D
5,6,4,1,16,1,12,3.22,D
7,4,3,1,20,1,9,3.98,C
15,6,1,1,37,0,7,2.68,D
7,5,1,1,9,1,4,3.48,C
9,5,3,1,15,1,13,2.23,D
6,4,2,1,9,1,7,3.71,C
9,6,2,1,12,1,7,3.27,C
4,3,2,1,15,1,8,2.91,D
9,5,3,1,14,1,7,3.05,D
10,5,1,1,15,1,8,3.77,C
22,14,3,3,47,2,29,3.36,C
8,6,0,1,14,1,8,2.29,D
10,4,2,1,16,1,9,3.23,D
8,5,1,1,17,0,11,2.29,D
10,5,3,1,10,1,7,2.44,D
6,5,4,1,12,1,9,2.55,D
10,7,2,1,14,0,7,1.87,D
9,5,3,1,16,1,8,3.19,D
9,3,2,2,29,1,11,4.66,C
10,5,3,1,11,1,8,2.54,D
5,5,0,1,16,1,9,4.1,C
9,4,3,1,15,1,9,2.99,D
5,4,2,0,29,1,10,2.78,D
6,4,1,1,7,1,5,3.39,C
6,4,0,1,15,1,11,2.28,D
4,2,0,0,9,0,5,2.27,D
3,5,2,1,21,1,10,2.43,D
4,2,1,0,6,1,4,2.73,D
5,4,4,0,31,1,9,2.67,D
7,5,1,2,13,1,10,3.85,C
5,3,0,1,10,1,5,2.45,D
5,4,0,1,15,1,8,2.54,D
5,3,1,1,4,1,7,3.02,D
5,3,1,1,19,1,5,2.65,D
5,1,0,0,5,1,5,4.15,C
9,3,2,1,18,0,9,3.45,C
5,4,1,1,11,0,7,4.22,C
5,5,2,1,10,1,10,3.66,C
5,4,2,1,15,1,8,3.33,C
8,2,1,1,14,1,12,3.93,C
3,4,3,1,22,1,9,3.32,C
7,3,4,1,16,1,10,2.75,D
5,5,1,1,7,0,6,2.66,D
3,4,1,1,19,1,8,3.21,D
5,3,1,1,13,1,9,3.44,C
7,3,1,1,12,1,7,3.23,D
6,3,1,1,14,1,7,3.9,C
5,3,3,1,16,1,5,2.67,D
2,3,1,1,12,1,5,2.95,D
5,2,1,1,23,0,7,3.01,D
3,3,2,1,16,2,7,1.38,E
5,2,1,1,15,0,6,3.12,D
5,3,1,1,17,1,5,2.16,D
8,4,4,1,9,1,7,2.92,D
6,3,1,1,16,1,8,4.83,C
6,2,1,1,6,1,7,3.84,C
7,5,2,2,16,1,16,3.82,C
6,5,2,1,17,1,7,2.25,D
5,3,0,1,9,0,9,3.42,C
3,4,0,1,8,1,7,2.35,D
14,3,2,1,22,1,10,1.82,D
4,5,1,1,17,1,5,3.22,D
5,4,2,2,9,1,8,1.97,D
8,3,0,1,11,0,11,3.22,D
5,4,1,1,7,1,6,4.5,C
6,2,0,2,13,0,6,3.2,D
6,4,1,1,21,1,8,3.1,D
6,4,1,1,14,1,7,2.56,D
4,4,2,0,12,1,5,2.78,D
4,2,1,1,12,1,6,2.73,D
6,4,2,1,21,1,10,2.52,D
5,3,1,1,15,1,5,2.32,D
3,4,1,1,17,1,5,3.69,C
7,4,3,2,18,1,5,2.78,D
5,3,1,1,16,1,7,3.31,C
6,2,1,1,17,1,8,2.52,D
8,7,2,1,18,1,7,2.77,D
6,3,1,0,18,1,7,3.69,C
5,3,2,1,9,1,9,2.59,D
3,2,0,1,15,0,6,3.49,C
6,4,2,1,8,1,6,3.65,C
11,4,2,1,22,1,13,3.06,D
6,3,1,1,18,1,12,2.62,D
5,3,1,1,18,1,9,3.21,D
6,4,1,1,19,1,8,2.72,D
4,4,1,1,17,1,6,2.78,D
4,4,2,0,13,1,8,2.77,D
5,6,2,1,14,1,9,2.75,D
9,3,2,1,16,0,6,2.74,D
6,4,0,1,19,0,5,2.18,D
9,4,1,1,17,1,7,2.83,D
6,4,0,1,13,1,4,3.89,C
9,1,1,1,23,1,18,3.14,D
6,3,1,1,11,2,7,3.13,D
4,2,1,1,9,1,5,3.74,C
7,5,0,1,6,1,6,3.33,C
6,4,1,1,16,1,10,3.44,C
6,2,1,2,10,0,5,3.51,C
11,4,1,1,14,1,9,3.52,C
4,3,1,1,11,1,5,2.65,D
7,5,2,2,21,1,8,3.14,D
4,4,1,1,9,1,5,4.71,C
5,3,1,1,8,1,5,2.99,D
10,3,2,1,21,1,9,3.74,C
12,5,4,3,33,1,10,3.01,D
4,3,3,1,21,1,9,2.59,D
8,2,2,2,19,2,8,3.68,C
17,5,3,1,23,1,8,3.99,C
6,3,1,2,15,1,8,2.64,D
5,3,2,1,9,1,11,3.46,C
5,3,2,1,9,1,13,2.49,D
8,5,2,1,19,1,10,3.32,C
5,3,0,1,10,1,5,3.29,C
5,2,2,1,18,0,11,2.85,D
5,3,2,1,7,1,5,3.85,C
6,3,1,1,10,1,5,3.2,D
5,3,0,1,14,1,5,2.53,D
4,4,1,2,9,0,8,3.49,C
6,5,1,1,19,0,11,3.37,C
6,4,1,1,8,1,7,3.33,C
8,4,2,1,11,1,9,4.57,C
4,2,1,2,17,1,8,2.64,D
8,4,2,1,13,0,17,3.04,D
5,4,3,1,17,1,11,2.81,D
7,4,2,2,34,1,9,2.27,D
8,4,3,2,19,1,9,3.03,D
11,4,2,1,24,0,12,3.07,D
6,4,1,2,10,1,7,3.33,C
14,4,1,2,26,1,11,3.43,C
4,2,1,1,8,1,5,3.36,C
7,2,1,1,12,0,11,3.02,D
5,4,4,2,13,1,13,4.14,C
4,3,1,1,9,1,7,3.32,C
5,5,2,2,17,1,9,2.72,D
4,1,2,1,13,1,8,3.71,C
4,1,2,2,17,1,7,3.07,D
4,4,2,3,18,2,10,3.73,C
6,3,2,1,22,1,9,2.11,D
5,4,1,2,14,1,8,2.11,D
4,2,1,1,11,1,5,3.47,C
5,5,3,2,24,1,10,2.7,D
12,3,1,1,34,1,8,2.95,D
5,6,2,2,19,1,10,3.73,C
6,3,1,1,10,1,7,3.04,D
8,4,1,1,14,1,6,2.34,D
4,4,1,1,18,1,13,3.0,D
11,4,2,3,22,1,13,3.69,C
4,5,3,2,17,1,7,2.84,D
5,6,1,1,21,1,10,4.33,C
8,4,0,1,21,1,11,4.34,C
7,5,1,1,14,1,9,2.98,D
4,5,1,2,23,1,16,3.06,D
6,5,4,2,21,0,9,3.57,C
8,4,2,2,19,2,16,2.8,D
10,6,2,1,17,1,11,3.39,C
6,5,1,0,12,1,7,2.96,D
17,3,2,1,20,1,10,3.59,C
4,3,1,0,6,1,8,3.81,C
8,5,2,2,27,1,14,4.83,C
8,4,2,1,16,1,9,3.52,C
9,5,1,1,19,1,6,4.02,C
6,4,2,1,16,1,11,3.16,D
4,2,1,1,11,1,11,2.91,D
7,2,1,1,9,1,8,3.83,C
7,3,1,1,10,1,10,3.53,C
6,3,1,1,12,0,8,3.19,D
7,4,1,1,16,1,8,4.35,C
3,3,1,2,20,0,5,4.51,C
5,3,4,2,15,1,7,2.96,D
9,5,1,1,19,1,11,3.27,C
6,5,3,1,19,1,10,3.46,C
5,7,3,2,26,1,10,3.32,C
6,4,2,1,20,1,11,3.17,D
5,5,1,1,19,1,12,3.87,C
4,5,1,1,13,1,8,2.57,D
7,5,1,2,14,1,9,2.83,D
4,3,2,1,16,1,6,3.12,D
4,2,1,1,7,0,8,4.56,C
7,4,2,1,16,1,12,3.94,C
5,3,3,1,11,0,10,2.82,D
10,4,2,1,18,1,7,3.4,C
6,2,1,1,19,2,9,2.99,D
4,5,2,1,21,1,9,3.9,C
4,3,2,1,10,1,7,3.76,C
7,3,2,2,18,1,14,2.54,D
5,5,1,1,20,1,8,2.78,D
3,2,2,1,10,0,6,3.45,C
7,4,1,1,17,1,5,2.14,D
6,3,1,1,5,1,4,2.5,D
7,5,3,2,18,1,16,2.92,D
8,4,1,1,21,0,10,3.31,C
5,4,2,1,22,2,9,2.53,D
6,5,5,2,31,2,12,3.49,C
6,2,0,1,15,0,6,3.12,D
4,4,2,2,20,1,14,4.08,C
5,3,2,1,15,1,9,3.96,C
7,5,2,2,20,1,12,4.63,C
11,4,2,1,17,1,12,2.35,D
6,3,1,1,10,0,8,2.83,D
4,3,2,2,22,1,6,3.66,C
6,4,2,1,18,1,9,3.03,D
5,5,1,2,17,1,13,2.85,D
10,5,2,2,15,1,17,3.17,D
8,4,2,2,21,1,14,3.96,C
6,5,3,1,16,1,10,1.98,D
7,7,2,1,17,0,10,2.56,D
4,4,2,2,24,0,15,2.77,D
12,5,2,1,18,1,8,3.23,D
16,5,4,2,41,1,13,3.41,C
6,5,2,1,18,1,13,4.54,C
9,5,1,2,22,1,15,3.04,D
4,5,1,1,17,1,13,2.51,D
6,4,2,2,22,1,11,2.43,D
5,5,2,2,16,1,12,2.13,D
11,5,2,2,28,1,17,3.95,C
8,4,1,1,24,1,13,2.29,D
5,5,2,2,18,1,12,3.8,C
7,3,2,3,18,2,14,3.15,D
6,4,1,1,25,0,10,2.2,D
5,4,3,1,19,1,9,2.87,D
7,6,3,2,24,4,21,2.94,D
4,5,1,1,15,1,7,2.73,D
8,4,2,1,15,1,10,3.95,C
6,2,2,1,20,1,9,3.73,C
7,4,2,2,25,1,16,4.43,C
7,2,3,1,19,1,13,3.51,C
3,2,2,1,10,1,9,3.71,C
6,4,2,1,11,1,8,2.78,D
9,4,2,1,16,1,13,3.43,C
11,8,4,2,27,1,19,2.56,D
6,5,1,1,9,1,6,1.84,D
6,5,2,3,11,1,8,3.74,C
4,3,2,2,18,1,8,3.26,C
4,4,2,2,16,0,8,4.0,C
6,5,3,2,31,1,23,3.84,C
6,2,1,1,17,0,6,2.8,D
5,2,1,2,19,1,8,2.48,D
5,3,1,1,16,0,8,3.23,D
5,4,2,0,18,1,6,2.81,D
3,2,1,1,12,1,4,2.99,D
5,4,1,1,16,1,5,4.26,C
5,4,2,1,14,1,9,3.72,C
2,4,1,1,17,1,8,2.22,D
9,5,2,1,17,1,6,3.39,C
8,3,2,1,15,2,9,1.86,D
5,4,1,1,11,1,7,2.87,D
5,4,1,2,12,1,10,1.99,D
5,4,1,1,8,1,5,3.39,C
5,4,1,1,10,0,7,2.5,D
6,3,2,1,11,1,7,4.06,C
5,2,1,1,11,1,6,2.36,D
6,2,1,1,6,0,7,2.61,D
11,4,2,1,16,1,14,3.84,C
4,4,1,1,13,1,7,2.26,D
5,4,3,1,10,1,9,3.16,D
5,5,2,0,13,1,12,2.56,D
6,3,1,1,10,1,5,4.83,C
5,5,2,1,13,1,8,2.29,D
6,3,1,1,11,1,7,3.85,C
6,3,1,1,13,1,11,2.85,D
3,3,1,1,9,1,5,3.31,C
6,2,1,1,10,0,8,2.87,D
10,3,2,1,16,0,7,2.28,D
5,4,1,1,12,1,6,2.37,D
6,4,0,1,10,1,9,4.56,C
3,2,2,1,17,0,6,3.01,D
6,3,1,1,14,1,8,4.35,C
7,3,1,2,22,1,12,2.18,D
5,4,1,1,11,0,7,2.54,D
4,2,0,1,9,1,5,3.68,C
2,2,0,0,6,1,4,3.33,C
2,1,1,0,4,1,3,5.12,B
3,5,3,2,28,1,11,4.93,B
4,5,3,2,14,1,7,3.74,C
7,4,3,3,21,1,14,4.55,C
10,5,3,1,13,1,8,2.8,D
5,5,1,1,11,1,12,5.92,B
8,4,3,1,14,1,8,5.03,B
10,4,3,1,30,1,9,3.74,C
3,3,4,2,27,2,9,4.05,C
7,4,2,2,12,1,9,6.02,B
11,5,6,1,11,1,19,4.04,C
4,3,3,2,12,1,11,3.35,C
5,4,2,2,13,0,8,3.41,C
3,4,2,1,12,1,4,3.4,C
3,5,2,1,16,1,7,3.96,C
4,5,1,2,17,1,8,4.88,B
6,4,3,1,34,1,12,3.57,C
4,4,4,2,20,1,9,4.72,C
3,4,1,2,26,1,9,3.61,C
4,5,2,2,17,1,8,2.47,D
7,5,1,3,19,1,14,3.2,D
5,3,0,1,9,1,7,3.27,C
4,2,1,1,10,0,6,3.42,C
5,4,1,1,17,0,8,4.03,C
6,3,1,0,17,0,9,3.38,C
4,4,0,2,27,0,12,3.11,D
7,6,2,2,25,2,20,4.28,C
3,4,2,2,19,2,8,3.92,C
7,7,3,2,20,1,12,4.35,C
6,5,1,1,21,0,7,4.44,C
5,4,2,2,15,1,11,3.14,D
5,3,1,1,9,1,8,4.87,B
5,4,2,1,16,1,10,3.85,C
5,4,0,1,12,0,9,2.84,D
5,6,2,1,16,1,7,3.24,C
4,4,1,1,18,1,7,3.46,C
4,3,1,1,4,1,6,4.84,C
5,3,1,1,14,1,8,2.71,D
6,3,1,1,12,0,7,2.37,D
4,2,0,1,8,1,5,3.2,D
4,2,1,2,7,0,4,2.27,D
8,4,2,2,14,1,12,1.81,D
4,4,1,1,9,1,7,1.96,D
9,6,3,2,23,1,9,3.57,C
4,2,1,1,9,0,8,3.37,C
5,3,2,2,12,1,9,3.58,C
4,3,2,1,9,1,8,2.97,D
8,2,1,0,8,1,6,4.37,C
6,4,1,1,13,1,8,3.41,C
5,4,1,1,13,1,7,2.52,D
8,2,1,1,5,0,6,3.36,C
5,3,0,2,15,1,11,3.11,D
6,4,1,1,10,1,8,4.22,C
7,5,1,1,11,1,8,4.02,C
4,4,0,1,27,0,12,3.01,D
6,5,2,1,19,1,11,3.34,C
9,4,2,1,15,2,9,4.42,C
5,6,1,2,20,0,4,2.45,D
5,5,2,1,14,1,11,3.09,D
5,1,1,1,18,0,6,2.62,D
5,3,1,1,14,1,6,2.25,D
10,5,1,1,22,1,7,3.74,C
5,3,2,1,16,0,7,3.56,C
5,3,1,1,13,1,5,3.17,D
5,5,1,0,15,1,10,2.64,D
5,2,1,1,8,1,8,3.0,D
6,4,2,1,10,1,11,3.34,C
7,4,1,1,14,0,11,2.94,D
5,4,1,1,17,1,11,2.62,D
8,3,1,1,14,1,9,2.0,D
4,4,2,1,14,1,9,3.58,C
9,2,3,1,11,1,8,2.43,D
6,4,1,2,11,1,7,3.27,C
7,5,1,2,15,1,12,2.85,D
5,3,2,1,20,1,7,3.43,C
10,6,2,1,19,1,9,2.11,D
4,6,2,1,17,0,11,3.1,D
10,3,1,2,14,1,10,2.37,D
5,3,0,1,17,0,13,2.27,D
4,4,2,1,5,0,3,3.49,C
4,2,1,1,9,1,6,3.52,C
5,2,1,0,8,0,4,4.65,C
10,5,2,1,20,2,9,3.17,D
4,5,1,1,19,2,12,2.92,D
6,3,2,1,20,1,9,3.07,D
4,5,2,1,21,1,10,2.5,D
2,1,0,1,7,0,3,2.76,D
6,3,4,1,17,1,14,3.37,C
4,3,1,1,7,1,5,3.63,C
11,4,2,1,22,1,9,3.23,D
4,4,1,1,11,0,11,2.93,D
12,3,2,1,20,1,9,3.68,C
7,4,2,1,17,1,6,3.4,C
8,4,3,1,16,1,12,3.7,C
4,2,1,1,12,1,5,3.23,D
3,3,2,1,16,1,8,2.64,D
4,5,1,1,22,1,9,3.63,C
5,3,0,1,17,0,16,2.26,D
6,3,1,1,16,1,8,2.75,D
5,3,2,1,26,1,8,2.27,D
2,1,1,0,5,0,3,3.65,C
5,3,2,1,11,1,7,3.39,C
6,3,1,1,11,0,8,3.68,C
6,4,2,1,15,1,12,2.4,D
9,5,1,1,10,1,7,3.18,D
5,4,2,2,22,1,10,3.88,C
5,3,1,1,15,2,7,2.19,D
5,3,0,2,20,0,7,2.86,D
5,2,2,1,14,1,8,2.08,D
8,5,2,1,12,1,8,3.11,D
4,5,0,2,16,0,6,3.33,C
4,3,2,2,11,1,6,4.22,C
